,試合日,節,大会,ホーム,スコア,アウェイ,スタジアム
378,20060528,0,サテライトリーグ Ａグループ,札幌,1-3,川崎Ｆ,宮の沢
379,20060603,１９,Ｊ２,札幌,2-2,山形,札幌ド
380,20060607,２０,Ｊ２,草津,2-2,札幌,群馬陸
381,20060610,２１,Ｊ２,札幌,4-2,徳島,札幌ド
382,20060617,２２,Ｊ２,仙台,0-2,札幌,ユアスタ
383,20060621,２３,Ｊ２,横浜FC,1-2,札幌,三ツ沢
384,20060624,２４,Ｊ２,札幌,4-0,東京Ｖ,札幌厚別
385,20060625,0,サテライトリーグ Ａグループ,札幌,3-1,仙台,宮の沢
386,20060701,２５,Ｊ２,湘南,2-1,札幌,平塚
387,20060702,0,サテライトリーグ Ａグループ,札幌,0-0,大宮,宮の沢
388,20060708,２６,Ｊ２,札幌,3-1,愛媛,札幌ド
389,20060712,２７,Ｊ２,札幌,2-1,柏,札幌厚別
390,20060716,２８,Ｊ２,鳥栖,4-0,札幌,鳥栖
391,20060722,２９,Ｊ２,札幌,2-2,草津,札幌厚別
392,20060726,３０,Ｊ２,東京Ｖ,1-2,札幌,味スタ
393,20060729,３１,Ｊ２,札幌,1-5,湘南,札幌厚別
394,20060806,３２,Ｊ２,徳島,0-0,札幌,鳴門
395,20060811,３３,Ｊ２,愛媛,1-0,札幌,愛媛陸
396,20060819,３４,Ｊ２,札幌,3-1,仙台,札幌厚別
397,20060826,３６,Ｊ２,札幌,1-2,横浜FC,札幌厚別
398,20060902,３７,Ｊ２,山形,0-0,札幌,山形県
399,20060909,３８,Ｊ２,神戸,1-1,札幌,神戸ウイ
400,20060913,３９,Ｊ２,札幌,3-1,水戸,札幌厚別
401,20060916,４０,Ｊ２,仙台,0-0,札幌,ユアスタ
402,20060917,0,サテライトリーグ Ａグループ,札幌,1-1,浦和,宮の沢
403,20060923,４１,Ｊ２,湘南,1-6,札幌,平塚
404,20060927,４２,Ｊ２,札幌,6-0,徳島,札幌厚別
405,20061001,0,サテライトリーグ Ａグループ,川崎Ｆ,1-1,札幌,等々力
406,20061014,４４,Ｊ２,札幌,1-1,山形,札幌厚別
407,20061018,４５,Ｊ２,横浜FC,3-0,札幌,三ツ沢
408,20061021,４６,Ｊ２,札幌,1-4,神戸,札幌ド
409,20061022,0,サテライトリーグ Ａグループ,浦和,1-5,札幌,熊谷陸
410,20061029,４７,Ｊ２,草津,0-2,札幌,群馬陸
411,20061111,４８,Ｊ２,札幌,1-1,愛媛,札幌ド
412,20061118,４９,Ｊ２,水戸,0-1,札幌,笠松
413,20061123,５０,Ｊ２,札幌,2-0,東京Ｖ,札幌ド
414,20061126,５１,Ｊ２,柏,2-3,札幌,柏
415,20061202,５２,Ｊ２,札幌,0-2,鳥栖,札幌ド
416,20070303,１,Ｊ２,京都,2-0,札幌,西京極
417,20070304,0,サテライトリーグ Ａグループ,鹿島,2-0,札幌,鹿島Ｇ
418,20070310,２,Ｊ２,札幌,1-0,鳥栖,札幌ド
419,20070311,0,サテライトリーグ Ａグループ,柏,1-0,札幌,柏の葉
420,20070317,３,Ｊ２,徳島,0-3,札幌,鳴門
421,20070321,４,Ｊ２,札幌,0-0,湘南,札幌ド
422,20070325,５,Ｊ２,山形,0-1,札幌,ＮＤスタ
423,20070331,６,Ｊ２,札幌,1-0,Ｃ大阪,室蘭
424,20070408,７,Ｊ２,仙台,1-1,札幌,ユアスタ
425,20070411,８,Ｊ２,札幌,0-0,福岡,西が丘
426,20070415,９,Ｊ２,水戸,0-2,札幌,笠松
427,20070422,１０,Ｊ２,札幌,4-3,東京Ｖ,札幌ド
428,20070428,１２,Ｊ２,札幌,1-0,愛媛,札幌ド
429,20070503,１３,Ｊ２,草津,2-1,札幌,群馬陸
430,20070506,１４,Ｊ２,札幌,1-0,仙台,札幌厚別
431,20070513,１５,Ｊ２,Ｃ大阪,0-1,札幌,長居２
432,20070519,１６,Ｊ２,札幌,3-0,水戸,札幌ド
433,20070523,１７,Ｊ２,湘南,1-2,札幌,平塚
434,20070527,１８,Ｊ２,福岡,1-2,札幌,博多球
435,20070602,１９,Ｊ２,札幌,2-0,京都,札幌厚別
436,20070603,0,サテライトリーグ Ａグループ,札幌,1-2,仙台,宮の沢
437,20070610,２０,Ｊ２,鳥栖,0-1,札幌,鳥栖
438,20070613,２１,Ｊ２,愛媛,2-1,札幌,愛媛陸
439,20070616,２２,Ｊ２,札幌,1-1,徳島,札幌厚別
440,20070617,0,サテライトリーグ Ａグループ,仙台,2-2,札幌,ユアスタ
441,20070624,２３,Ｊ２,東京Ｖ,0-1,札幌,味スタ
442,20070627,２４,Ｊ２,札幌,2-2,草津,札幌ド
443,20070701,0,サテライトリーグ Ａグループ,札幌,4-1,鹿島,宮の沢
444,20070707,２６,Ｊ２,札幌,1-1,山形,札幌厚別
445,20070711,２７,Ｊ２,札幌,2-1,福岡,札幌厚別
446,20070716,0,サテライトリーグ Ａグループ,札幌,0-4,柏,宮の沢
447,20070721,２９,Ｊ２,札幌,2-2,東京Ｖ,札幌厚別
448,20070725,３０,Ｊ２,仙台,0-2,札幌,ユアスタ
449,20070728,３１,Ｊ２,札幌,1-1,鳥栖,札幌厚別
450,20070805,３２,Ｊ２,草津,0-3,札幌,群馬陸
451,20070811,３３,Ｊ２,札幌,3-0,Ｃ大阪,札幌ド
452,20070816,３４,Ｊ２,京都,2-3,札幌,西京極
453,20070819,３５,Ｊ２,札幌,1-2,湘南,室蘭
454,20070826,３６,Ｊ２,山形,0-1,札幌,ＮＤスタ
455,20070830,３７,Ｊ２,水戸,2-1,札幌,笠松
456,20070902,３８,Ｊ２,札幌,1-1,愛媛,函館
457,20070905,２８,Ｊ２,徳島,3-0,札幌,鳴門大塚
458,20070909,0,サテライトリーグ Ａグループ,札幌,5-1,千葉,宮の沢
459,20070915,４０,Ｊ２,札幌,0-1,仙台,札幌ド
460,20070922,４１,Ｊ２,湘南,3-0,札幌,平塚
461,20070926,４２,Ｊ２,札幌,3-0,山形,札幌厚別
462,20070930,４３,Ｊ２,東京Ｖ,5-1,札幌,味スタ
463,20071010,４４,Ｊ２,Ｃ大阪,1-0,札幌,長居
464,20071013,４５,Ｊ２,札幌,2-1,草津,札幌厚別
465,20071014,0,サテライトリーグ Ａグループ,千葉,0-1,札幌,千葉東総
466,20071020,４６,Ｊ２,福岡,0-1,札幌,博多球
467,20071024,４７,Ｊ２,札幌,1-0,徳島,札幌ド
468,20071027,４８,Ｊ２,愛媛,0-1,札幌,愛媛陸
469,20071111,４９,Ｊ２,鳥栖,1-0,札幌,鳥栖
470,20071118,５０,Ｊ２,札幌,2-2,京都,札幌ド
471,20071201,５２,Ｊ２,札幌,2-1,水戸,札幌ド
472,20080308,１,Ｊ１,鹿島,4-0,札幌,カシマ
473,20080315,２,Ｊ１,札幌,1-2,横浜FM,札幌ド
474,20080320,１,ＹＮＣ 予選Ｃグループ,柏,1-1,札幌,柏の葉
475,20080323,２,ＹＮＣ 予選Ｃグループ,札幌,2-1,川崎Ｆ,室蘭
476,20080330,３,Ｊ１,柏,1-2,札幌,柏
477,20080402,４,Ｊ１,札幌,0-2,川崎Ｆ,札幌ド
478,20080405,５,Ｊ１,Ｆ東京,1-0,札幌,味スタ
479,20080412,６,Ｊ１,札幌,2-1,磐田,札幌ド
480,20080416,３,ＹＮＣ 予選Ｃグループ,千葉,0-0,札幌,フクアリ
481,20080419,７,Ｊ１,神戸,1-1,札幌,ホムスタ
482,20080420,0,サテライトリーグ Ａグループ,湘南,1-1,札幌,馬入
483,20080426,８,Ｊ１,札幌,0-1,新潟,札幌ド
484,20080429,９,Ｊ１,浦和,4-2,札幌,埼玉
485,20080503,１０,Ｊ１,京都,1-0,札幌,西京極
486,20080506,１１,Ｊ１,札幌,1-3,東京Ｖ,札幌ド
487,20080510,１２,Ｊ１,大宮,1-2,札幌,ＮＡＣＫ
488,20080511,0,サテライトリーグ Ａグループ,柏,3-3,札幌,柏
489,20080517,１３,Ｊ１,札幌,1-3,名古屋,札幌ド
490,20080518,0,サテライトリーグ Ａグループ,札幌,2-1,柏,宮の沢
491,20080525,４,ＹＮＣ 予選Ｃグループ,札幌,1-2,千葉,函館
492,20080531,５,ＹＮＣ 予選Ｃグループ,川崎Ｆ,2-0,札幌,等々力
493,20080601,0,サテライトリーグ Ａグループ,横浜FM,1-2,札幌,ＭＭ２１
494,20080608,６,ＹＮＣ 予選Ｃグループ,札幌,0-3,柏,札幌ド
495,20080629,１４,Ｊ１,Ｇ大阪,4-2,札幌,万博
496,20080705,１５,Ｊ１,札幌,2-2,清水,札幌厚別
497,20080706,0,サテライトリーグ Ａグループ,千葉,0-1,札幌,姉崎
498,20080713,１６,Ｊ１,千葉,0-3,札幌,フクアリ
499,20080716,１７,Ｊ１,札幌,0-0,大分,札幌厚別
500,20080720,１８,Ｊ１,札幌,1-1,神戸,札幌厚別
501,20080727,１９,Ｊ１,新潟,2-1,札幌,東北電ス
502,20080809,２０,Ｊ１,札幌,1-2,大宮,札幌厚別
503,20080810,0,サテライトリーグ Ａグループ,札幌,1-1,横浜FM,宮の沢
504,20080817,２１,Ｊ１,札幌,1-2,京都,札幌ド
505,20080824,２２,Ｊ１,横浜FM,1-0,札幌,ニッパ球
506,20080827,２３,Ｊ１,札幌,3-3,Ｇ大阪,札幌厚別
507,20080907,0,サテライトリーグ Ａグループ,札幌,3-2,湘南,帯広
508,20080913,２４,Ｊ１,清水,3-1,札幌,日本平
509,20080920,２５,Ｊ１,札幌,2-3,千葉,札幌厚別
510,20080923,２６,Ｊ１,大分,3-2,札幌,鴨池
511,20080928,２７,Ｊ１,札幌,1-2,Ｆ東京,札幌厚別
512,20081005,２８,Ｊ１,磐田,5-0,札幌,ヤマハ
513,20081013,0,サテライトリーグ Ａグループ,札幌,2-2,千葉,宮の沢
514,20081019,２９,Ｊ１,札幌,0-2,柏,札幌厚別
515,20081026,３０,Ｊ１,川崎Ｆ,3-1,札幌,等々力
516,20081108,３１,Ｊ１,札幌,1-2,浦和,札幌ド
517,20081123,３２,Ｊ１,東京Ｖ,1-1,札幌,味スタ
518,20081130,３３,Ｊ１,名古屋,3-1,札幌,瑞穂陸
519,20081206,３４,Ｊ１,札幌,0-1,鹿島,札幌ド
520,20090308,１,Ｊ２,札幌,0-1,仙台,札幌ド
521,20090315,２,Ｊ２,鳥栖,1-2,札幌,ベアスタ
522,20090322,３,Ｊ２,甲府,2-1,札幌,小瀬
523,20090325,４,Ｊ２,札幌,0-1,湘南,札幌ド
524,20090329,５,Ｊ２,岡山,1-1,札幌,岡山
525,20090405,６,Ｊ２,熊本,4-0,札幌,熊本
526,20090412,７,Ｊ２,札幌,1-1,富山,札幌ド
527,20090415,８,Ｊ２,草津,1-2,札幌,正田スタ
528,20090419,９,Ｊ２,札幌,4-1,Ｃ大阪,札幌ド
529,20090426,１０,Ｊ２,横浜FC,0-1,札幌,ニッパ球
530,20090429,１１,Ｊ２,札幌,3-2,愛媛,札幌ド
531,20090502,１２,Ｊ２,福岡,0-0,札幌,レベスタ
532,20090505,１３,Ｊ２,札幌,3-2,栃木,札幌ド
533,20090506,0,サテライトリーグ Ａグループ,柏,2-2,札幌,柏の葉
534,20090510,１４,Ｊ２,徳島,3-3,札幌,鳴門大塚
535,20090516,１５,Ｊ２,札幌,3-0,岐阜,札幌ド
536,20090520,１６,Ｊ２,水戸,0-0,札幌,笠松
537,20090524,１７,Ｊ２,札幌,1-1,東京Ｖ,札幌厚別
538,20090530,１８,Ｊ２,札幌,0-0,甲府,札幌厚別
539,20090603,１９,Ｊ２,栃木,0-1,札幌,熊谷陸
540,20090607,２０,Ｊ２,札幌,1-2,鳥栖,札幌ド
541,20090614,２１,Ｊ２,札幌,1-1,徳島,札幌厚別
542,20090621,２２,Ｊ２,湘南,3-2,札幌,平塚
543,20090624,２３,Ｊ２,札幌,1-1,横浜FC,札幌厚別
544,20090627,２４,Ｊ２,仙台,1-1,札幌,宮城ス
545,20090628,0,サテライトリーグ Ａグループ,札幌,3-1,仙台,宮の沢
546,20090704,２５,Ｊ２,札幌,0-1,水戸,札幌ド
547,20090708,２６,Ｊ２,愛媛,1-2,札幌,ニンスタ
548,20090711,２７,Ｊ２,札幌,0-1,熊本,札幌厚別
549,20090712,0,サテライトリーグ Ａグループ,札幌,0-2,東京Ｖ,士別
550,20090718,２８,Ｊ２,札幌,1-2,草津,函館
551,20090722,２９,Ｊ２,富山,0-0,札幌,富山
552,20090725,３０,Ｊ２,札幌,4-2,岡山,札幌厚別
553,20090726,0,サテライトリーグ Ａグループ,札幌,3-2,柏,帯広
554,20090802,３１,Ｊ２,Ｃ大阪,3-0,札幌,長居
555,20090805,３２,Ｊ２,札幌,3-0,福岡,札幌厚別
556,20090809,３３,Ｊ２,東京Ｖ,1-2,札幌,味スタ
557,20090810,0,サテライトリーグ Ａグループ,仙台,0-1,札幌,ユアスタ
558,20090816,３４,Ｊ２,岐阜,0-2,札幌,長良川
559,20090822,３５,Ｊ２,札幌,3-3,鳥栖,札幌ド
560,20090823,0,サテライトリーグ Ａグループ,札幌,2-1,大宮,宮の沢
561,20090830,３６,Ｊ２,草津,2-5,札幌,正田スタ
562,20090902,３７,Ｊ２,札幌,1-1,水戸,札幌厚別
563,20090906,３８,Ｊ２,札幌,3-2,愛媛,札幌厚別
564,20090907,0,サテライトリーグ Ａグループ,東京Ｖ,0-2,札幌,ヴェルＧ
565,20090913,３９,Ｊ２,甲府,2-1,札幌,小瀬
566,20090914,0,サテライトリーグ Ａグループ,大宮,1-0,札幌,ＮＡＣＫ
567,20090920,４０,Ｊ２,札幌,1-0,福岡,室蘭
568,20090923,４１,Ｊ２,岡山,0-1,札幌,岡山
569,20090927,４２,Ｊ２,札幌,2-0,湘南,札幌厚別
570,20091004,４３,Ｊ２,熊本,0-0,札幌,熊本
571,20091007,４４,Ｊ２,札幌,0-1,Ｃ大阪,札幌厚別
572,20091017,４５,Ｊ２,徳島,3-0,札幌,鳴門大塚
573,20091021,４６,Ｊ２,札幌,1-0,栃木,札幌厚別
574,20091025,４７,Ｊ２,仙台,1-0,札幌,ユアスタ
575,20091108,４８,Ｊ２,札幌,1-1,富山,札幌厚別
576,20091122,４９,Ｊ２,岐阜,2-4,札幌,長良川
577,20091129,５０,Ｊ２,札幌,3-1,横浜FC,札幌ド
578,20091205,５１,Ｊ２,東京Ｖ,2-2,札幌,味スタ
579,20100307,１,Ｊ２,鳥栖,1-1,札幌,ベアスタ
580,20100313,２,Ｊ２,札幌,0-3,福岡,札幌ド
581,20100321,３,Ｊ２,栃木,0-1,札幌,栃木グ
582,20100328,４,Ｊ２,札幌,2-0,岡山,札幌ド
583,20100404,５,Ｊ２,岐阜,3-0,札幌,長良川
584,20100411,６,Ｊ２,札幌,1-1,柏,札幌ド
585,20100425,８,Ｊ２,札幌,1-2,水戸,札幌ド
586,20100429,９,Ｊ２,甲府,4-1,札幌,小瀬
587,20100502,１０,Ｊ２,熊本,0-0,札幌,水前寺
588,20100505,１１,Ｊ２,札幌,0-0,東京Ｖ,札幌ド
589,20100509,１２,Ｊ２,北九州,0-1,札幌,本城
590,20100516,１３,Ｊ２,札幌,2-2,大分,室蘭
591,20100522,１４,Ｊ２,徳島,0-0,札幌,鳴門大塚
592,20100530,１５,Ｊ２,札幌,3-1,富山,札幌厚別
593,20100605,１６,Ｊ２,草津,1-1,札幌,正田スタ
594,20100613,１７,Ｊ２,札幌,2-2,愛媛,函館
595,20100718,１８,Ｊ２,千葉,0-3,札幌,フクアリ
596,20100725,１９,Ｊ２,札幌,1-2,横浜FC,札幌ド
597,20100730,２０,Ｊ２,岡山,1-0,札幌,カンスタ
598,20100807,２１,Ｊ２,札幌,2-0,北九州,札幌厚別
599,20100815,２２,Ｊ２,東京Ｖ,2-1,札幌,国立
600,20100821,２３,Ｊ２,札幌,0-0,栃木,札幌厚別
601,20100829,２４,Ｊ２,愛媛,2-1,札幌,ニンスタ
602,20100911,２５,Ｊ２,大分,1-2,札幌,鴨池
603,20100919,２６,Ｊ２,札幌,0-1,鳥栖,札幌厚別
604,20100923,２７,Ｊ２,柏,5-1,札幌,柏
605,20100926,２８,Ｊ２,札幌,0-0,岐阜,札幌厚別
606,20101016,３０,Ｊ２,札幌,1-1,甲府,札幌厚別
607,20101024,３１,Ｊ２,富山,0-2,札幌,富山
608,20101031,３２,Ｊ２,札幌,0-1,草津,札幌厚別
609,20101107,３３,Ｊ２,札幌,1-0,千葉,札幌ド
610,20101114,３４,Ｊ２,水戸,1-1,札幌,Ｋｓスタ
611,20101120,３５,Ｊ２,横浜FC,1-0,札幌,日産ス
612,20101123,３６,Ｊ２,札幌,1-0,徳島,札幌ド
613,20101127,３７,Ｊ２,福岡,0-0,札幌,レベスタ
614,20101204,３８,Ｊ２,札幌,4-0,熊本,札幌ド
615,20110305,１,Ｊ２,愛媛,2-0,札幌,ニンスタ
616,20110423,８,Ｊ２,札幌,0-1,湘南,札幌ド
617,20110430,９,Ｊ２,Ｆ東京,0-0,札幌,味スタ
618,20110504,１０,Ｊ２,札幌,1-0,草津,札幌ド
619,20110508,１１,Ｊ２,熊本,1-0,札幌,熊本
620,20110515,１２,Ｊ２,札幌,2-0,鳥取,札幌ド
621,20110521,１３,Ｊ２,鳥栖,1-0,札幌,ベアスタ
622,20110529,１４,Ｊ２,札幌,2-1,岡山,札幌厚別
623,20110604,１５,Ｊ２,大分,0-1,札幌,大銀ド
624,20110612,１６,Ｊ２,札幌,0-2,横浜FC,室蘭
625,20110619,１７,Ｊ２,岐阜,1-3,札幌,長良川
626,20110626,１８,Ｊ２,札幌,0-0,富山,札幌ド
627,20110702,１９,Ｊ２,栃木,1-1,札幌,栃木グ
628,20110706,２,Ｊ２,札幌,0-0,北九州,札幌ド
629,20110709,２０,Ｊ２,札幌,3-1,愛媛,札幌厚別
630,20110716,２１,Ｊ２,札幌,2-1,水戸,札幌厚別
631,20110723,２２,Ｊ２,千葉,2-0,札幌,フクアリ
632,20110731,２３,Ｊ２,札幌,1-0,岐阜,札幌厚別
633,20110814,２４,Ｊ２,富山,1-2,札幌,富山
634,20110817,３,Ｊ２,札幌,4-0,千葉,札幌ド
635,20110821,２５,Ｊ２,札幌,2-1,京都,函館
636,20110826,２６,Ｊ２,岡山,1-0,札幌,カンスタ
637,20110903,４,Ｊ２,水戸,1-2,札幌,Ｋｓスタ
638,20110911,２７,Ｊ２,札幌,1-0,栃木,札幌厚別
639,20110917,２８,Ｊ２,北九州,0-3,札幌,本城
640,20110921,５,Ｊ２,札幌,4-2,東京Ｖ,札幌ド
641,20110924,２９,Ｊ２,札幌,0-0,徳島,札幌厚別
642,20111002,３０,Ｊ２,横浜FC,1-2,札幌,国立
643,20111016,３１,Ｊ２,札幌,0-1,鳥栖,札幌厚別
644,20111019,６,Ｊ２,京都,4-0,札幌,西京極
645,20111022,３２,Ｊ２,鳥取,1-0,札幌,とりスタ
646,20111026,７,Ｊ２,徳島,0-2,札幌,鳴門大塚
647,20111030,３３,Ｊ２,札幌,3-0,熊本,札幌厚別
648,20111106,３４,Ｊ２,東京Ｖ,2-1,札幌,味スタ
649,20111112,３５,Ｊ２,札幌,2-0,大分,札幌厚別
650,20111120,３６,Ｊ２,草津,2-1,札幌,正田スタ
651,20111126,３７,Ｊ２,湘南,0-2,札幌,平塚
652,20111203,３８,Ｊ２,札幌,2-1,Ｆ東京,札幌ド
653,20120310,１,Ｊ１,札幌,0-0,磐田,札幌ド
654,20120317,２,Ｊ１,神戸,2-1,札幌,ホームズ
655,20120320,１,ＹＮＣ 予選Ｂグループ,札幌,0-1,新潟,札幌ド
656,20120324,３,Ｊ１,札幌,1-2,浦和,札幌ド
657,20120331,４,Ｊ１,清水,1-0,札幌,アウスタ
658,20120404,２,ＹＮＣ 予選Ｂグループ,横浜FM,1-2,札幌,ニッパ球
659,20120407,５,Ｊ１,札幌,0-2,柏,札幌ド
660,20120414,６,Ｊ１,名古屋,3-1,札幌,豊田ス
661,20120418,３,ＹＮＣ 予選Ｂグループ,札幌,1-2,鹿島,札幌ド
662,20120421,７,Ｊ１,札幌,2-3,川崎Ｆ,札幌ド
663,20120428,８,Ｊ１,大宮,2-1,札幌,ＮＡＣＫ
664,20120503,９,Ｊ１,札幌,1-0,Ｃ大阪,札幌厚別
665,20120506,１０,Ｊ１,横浜FM,2-1,札幌,日産ス
666,20120512,１１,Ｊ１,札幌,0-1,Ｆ東京,札幌ド
667,20120516,４,ＹＮＣ 予選Ｂグループ,大宮,1-1,札幌,ＮＡＣＫ
668,20120519,１２,Ｊ１,鹿島,7-0,札幌,カシマ
669,20120526,１３,Ｊ１,札幌,1-3,広島,札幌厚別
670,20120606,５,ＹＮＣ 予選Ｂグループ,札幌,0-4,清水,札幌厚別
671,20120609,６,ＹＮＣ 予選Ｂグループ,神戸,2-2,札幌,ホームズ
672,20120616,１４,Ｊ１,仙台,4-1,札幌,ユアスタ
673,20120623,１５,Ｊ１,札幌,0-4,Ｇ大阪,札幌ド
674,20120630,１６,Ｊ１,鳥栖,1-0,札幌,ベアスタ
675,20120707,１７,Ｊ１,札幌,0-1,新潟,札幌厚別
676,20120714,１８,Ｊ１,磐田,4-1,札幌,ヤマハ
677,20120728,１９,Ｊ１,札幌,2-1,名古屋,札幌厚別
678,20120804,２０,Ｊ１,Ｃ大阪,4-0,札幌,金鳥スタ
679,20120811,２１,Ｊ１,札幌,2-1,仙台,札幌ド
680,20120818,２２,Ｊ１,札幌,2-4,神戸,札幌厚別
681,20120825,２３,Ｊ１,Ｇ大阪,7-2,札幌,万博
682,20120901,２４,Ｊ１,札幌,0-2,清水,札幌ド
683,20120915,２５,Ｊ１,柏,3-1,札幌,柏
684,20120922,２６,Ｊ１,札幌,0-5,大宮,札幌厚別
685,20120929,２７,Ｊ１,川崎Ｆ,1-0,札幌,等々力
686,20121006,２８,Ｊ１,浦和,1-2,札幌,埼玉
687,20121020,２９,Ｊ１,札幌,0-0,鹿島,札幌厚別
688,20121027,３０,Ｊ１,Ｆ東京,5-0,札幌,味スタ
689,20121107,３１,Ｊ１,広島,3-0,札幌,広島ビ
690,20121117,３２,Ｊ１,札幌,2-3,鳥栖,札幌ド
691,20121124,３３,Ｊ１,札幌,0-2,横浜FM,札幌ド
692,20121201,３４,Ｊ１,新潟,4-1,札幌,東北電ス
693,20130303,１,Ｊ２,千葉,0-1,札幌,フクアリ
694,20130310,２,Ｊ２,札幌,0-1,栃木,札幌ド
695,20130317,３,Ｊ２,神戸,1-0,札幌,ノエスタ
696,20130320,４,Ｊ２,札幌,1-2,松本,札幌ド
697,20130324,５,Ｊ２,福岡,0-1,札幌,レベスタ
698,20130331,６,Ｊ２,札幌,1-3,Ｇ大阪,札幌ド
699,20130407,７,Ｊ２,岡山,3-2,札幌,カンスタ
700,20130414,８,Ｊ２,札幌,2-1,徳島,札幌ド
701,20130417,９,Ｊ２,鳥取,0-2,札幌,とりスタ
702,20130421,１０,Ｊ２,長崎,0-0,札幌,長崎県立
703,20130428,１１,Ｊ２,札幌,1-3,熊本,札幌厚別
704,20130503,１２,Ｊ２,札幌,0-1,京都,札幌ド
705,20130506,１３,Ｊ２,北九州,1-2,札幌,本城
706,20130512,１４,Ｊ２,山形,0-1,札幌,ＮＤスタ
707,20130519,１５,Ｊ２,札幌,1-1,東京Ｖ,札幌厚別
708,20130526,１６,Ｊ２,札幌,0-1,水戸,札幌厚別
709,20130601,１７,Ｊ２,横浜FC,0-2,札幌,ニッパ球
710,20130608,１８,Ｊ２,愛媛,3-2,札幌,ニンスタ
711,20130615,１９,Ｊ２,札幌,1-0,富山,札幌厚別
712,20130622,２０,Ｊ２,札幌,4-0,岐阜,札幌厚別
713,20130629,２１,Ｊ２,群馬,2-0,札幌,正田スタ
714,20130703,２２,Ｊ２,徳島,1-0,札幌,鳴門大塚
715,20130707,２３,Ｊ２,札幌,3-0,福岡,札幌厚別
716,20130714,２４,Ｊ２,東京Ｖ,2-1,札幌,味スタ
717,20130720,２５,Ｊ２,松本,2-4,札幌,松本
718,20130727,２６,Ｊ２,札幌,3-0,鳥取,札幌ド
719,20130804,２７,Ｊ２,富山,3-1,札幌,富山
720,20130811,２８,Ｊ２,札幌,2-0,横浜FC,札幌厚別
721,20130818,２９,Ｊ２,Ｇ大阪,3-0,札幌,万博
722,20130821,３０,Ｊ２,札幌,3-0,愛媛,札幌厚別
723,20130825,３１,Ｊ２,水戸,1-3,札幌,Ｋｓスタ
724,20130901,３２,Ｊ２,札幌,2-2,岡山,札幌厚別
725,20130915,３３,Ｊ２,栃木,4-3,札幌,栃木グ
726,20130922,３４,Ｊ２,札幌,1-0,長崎,札幌厚別
727,20130929,３５,Ｊ２,熊本,2-1,札幌,うまスタ
728,20131006,３６,Ｊ２,札幌,1-3,群馬,札幌厚別
729,20131020,３７,Ｊ２,札幌,3-1,山形,札幌ド
730,20131027,３８,Ｊ２,京都,2-0,札幌,西京極
731,20131103,３９,Ｊ２,札幌,1-0,千葉,札幌ド
732,20131110,４０,Ｊ２,札幌,1-0,神戸,札幌ド
733,20131117,４１,Ｊ２,岐阜,0-3,札幌,長良川
734,20131124,４２,Ｊ２,札幌,0-0,北九州,札幌ド
735,20140302,１,Ｊ２,磐田,0-1,札幌,ヤマハ
736,20140309,２,Ｊ２,札幌,1-1,山形,札幌ド
737,20140316,３,Ｊ２,湘南,2-0,札幌,ＢＭＷス
738,20140322,４,Ｊ２,札幌,3-0,北九州,札幌ド
739,20140330,５,Ｊ２,京都,1-1,札幌,西京極
740,20140405,６,Ｊ２,札幌,1-0,松本,札幌ド
741,20140413,７,Ｊ２,大分,1-0,札幌,大銀ド
742,20140420,８,Ｊ２,札幌,1-0,群馬,札幌ド
743,20140426,９,Ｊ２,岡山,2-0,札幌,カンスタ
744,20140429,１０,Ｊ２,札幌,0-0,東京Ｖ,札幌ド
745,20140503,１１,Ｊ２,栃木,2-1,札幌,栃木グ
746,20140506,１２,Ｊ２,札幌,2-2,熊本,札幌ド
747,20140512,１３,Ｊ２,札幌,0-1,愛媛,札幌ド
748,20140518,１４,Ｊ２,千葉,2-0,札幌,フクアリ
749,20140525,１５,Ｊ２,札幌,4-0,水戸,札幌ド
750,20140531,１６,Ｊ２,札幌,1-1,福岡,札幌厚別
751,20140607,１７,Ｊ２,讃岐,1-0,札幌,丸亀
752,20140614,１８,Ｊ２,横浜FC,2-2,札幌,ニッパ球
753,20140621,１９,Ｊ２,札幌,2-1,富山,札幌厚別
754,20140628,２０,Ｊ２,札幌,3-2,岐阜,札幌厚別
755,20140705,２１,Ｊ２,長崎,0-1,札幌,長崎県立
756,20140720,２２,Ｊ２,札幌,1-1,大分,札幌ド
757,20140726,２３,Ｊ２,愛媛,2-3,札幌,ニンスタ
758,20140730,２４,Ｊ２,札幌,0-1,横浜FC,札幌ド
759,20140803,２５,Ｊ２,北九州,2-0,札幌,本城
760,20140810,２６,Ｊ２,札幌,0-1,京都,札幌ド
761,20140817,２７,Ｊ２,山形,2-1,札幌,ＮＤスタ
762,20140825,２８,Ｊ２,札幌,1-1,栃木,札幌ド
