,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id,H_ゴール期待値,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_ゴール期待値,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率
2732,35,0923,福岡,3-1,H,熊本,晴れ,,ロアッソ熊本,2012,kuma,,15,4,0,377,17,10,5,5,22,4,27,31,3,7,1,0,28,22,151,9.9%,48.1%,(20.0%),(66.8%),(35.3%),(86.4%),(50.0%),(77.8%),,10,5,0,468,13,21,8,4,34,18,18,20,0,5,1,0,36,9,157,6.4%,51.9%,(10.0%),(71.4%),(15.4%),(85.3%),(33.3%),(72.2%)
2733,36,1001,湘南,2-1,A,ＢＭＷス,晴れ,,ロアッソ熊本,2012,kuma,,26,4,1,356,15,13,1,4,31,17,22,21,4,3,0,0,35,17,149,17.4%,45.6%,(3.8%),(64.0%),(13.3%),(71.0%),(41.2%),(81.8%),,7,3,0,410,19,12,3,2,31,7,25,40,2,1,3,0,37,9,155,4.5%,54.4%,(28.6%),(64.9%),(15.8%),(93.5%),(71.4%),(76.0%)
2734,37,1007,山形,2-0,A,ＮＤスタ,晴れ,,ロアッソ熊本,2012,kuma,,5,2,0,466,25,17,2,5,36,18,22,23,3,5,1,0,47,11,142,3.5%,55.6%,(0.0%),(76.8%),(8.0%),(86.1%),(50.0%),(63.6%),,18,4,0,385,14,14,5,2,31,13,26,29,3,2,0,0,33,13,137,13.1%,44.4%,(11.1%),(73.0%),(21.4%),(87.1%),(46.2%),(80.8%)
2735,38,1014,町田,2-1,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,15,7,0,387,14,18,5,3,25,14,9,22,1,9,2,0,28,8,144,10.4%,49.6%,(13.3%),(63.3%),(21.4%),(92.0%),(42.9%),(66.7%),,13,4,0,358,12,14,9,3,32,15,12,29,3,5,5,0,38,17,149,8.7%,50.4%,(7.7%),(62.8%),(41.7%),(84.4%),(60.0%),(83.3%)
2736,39,1021,横浜FC,0-1,H,水前寺,晴れ,,ロアッソ熊本,2012,kuma,,16,2,0,546,26,9,1,5,21,13,22,15,0,3,1,0,60,19,120,13.3%,59.4%,(0.0%),(79.9%),(38.5%),(95.2%),(46.2%),(77.3%),,12,8,0,293,12,13,3,4,18,22,20,41,0,1,0,0,27,11,124,9.7%,40.6%,(0.0%),(72.0%),(25.0%),(66.7%),(72.7%),(90.0%)
2737,40,1028,鳥取,1-0,A,とりスタ,晴れ,,ロアッソ熊本,2012,kuma,,14,4,0,385,19,14,3,5,34,20,20,44,4,3,1,0,33,8,137,10.2%,46.8%,(0.0%),(69.9%),(21.1%),(79.4%),(55.0%),(85.0%),,13,2,0,517,17,12,3,7,32,15,24,37,1,3,3,0,44,12,145,9.0%,53.2%,(7.7%),(72.9%),(17.6%),(90.6%),(60.0%),(70.8%)
2738,41,1104,甲府,0-2,A,中銀スタ,晴れ,,ロアッソ熊本,2012,kuma,,23,6,0,542,17,18,2,5,31,34,18,20,3,1,1,0,66,20,136,16.9%,57.9%,(4.3%),(80.4%),(29.4%),(77.4%),(47.1%),(55.6%),,8,1,0,401,7,10,1,1,15,9,16,30,3,2,4,1,29,6,122,6.6%,42.1%,(0.0%),(67.8%),(28.6%),(100.0%),(55.6%),(81.3%)
2739,42,1111,愛媛,0-1,H,熊本,曇り,,ロアッソ熊本,2012,kuma,,13,3,0,443,14,13,1,7,29,14,30,21,6,1,4,0,37,17,145,9.0%,49.3%,(0.0%),(70.2%),(28.6%),(82.8%),(35.7%),(80.0%),,11,1,0,443,8,13,2,5,32,15,24,32,5,1,1,0,40,13,144,7.6%,50.7%,(9.1%),(71.6%),(12.5%),(81.3%),(46.7%),(75.0%)
2740,1,0303,鳥取,1-2,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,23,4,0,486,23,16,3,4,27,24,25,26,5,1,0,0,43,12,158,14.6%,54.5%,(4.3%),(73.7%),(26.1%),(96.3%),(50.0%),(72.0%),,18,4,0,344,18,12,1,4,29,11,27,34,5,2,4,0,32,14,158,11.4%,45.5%,(11.1%),(65.7%),(22.2%),(82.8%),(63.6%),(81.5%)
2741,2,0310,千葉,0-3,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,19,4,0,527,19,8,0,9,33,17,22,20,0,3,0,0,37,17,125,15.2%,50.4%,(0.0%),(79.5%),(10.5%),(97.0%),(41.2%),(77.3%),,12,4,0,489,11,10,3,4,23,11,31,26,1,0,1,0,32,15,125,9.6%,49.6%,(25.0%),(79.8%),(0.0%),(82.6%),(45.5%),(80.6%)
2742,3,0317,松本,2-1,A,松本,晴れ,,ロアッソ熊本,2013,kuma,,16,4,0,324,24,13,1,5,41,11,20,16,3,1,0,0,36,19,161,9.9%,46.5%,(6.3%),(61.4%),(29.2%),(68.3%),(54.5%),(75.0%),,20,5,0,416,20,8,1,2,28,14,23,32,1,0,0,0,44,18,150,13.3%,53.5%,(10.0%),(69.5%),(20.0%),(78.6%),(64.3%),(78.3%)
2743,4,0320,Ｇ大阪,2-2,H,うまスタ,雨,,ロアッソ熊本,2013,kuma,,21,5,0,584,22,9,2,3,19,13,22,23,0,2,1,0,38,12,126,16.7%,50.6%,(9.5%),(81.0%),(22.7%),(94.7%),(30.8%),(63.6%),,20,8,0,573,16,16,3,5,28,9,32,27,0,2,2,0,46,20,141,14.2%,49.4%,(10.0%),(80.3%),(12.5%),(82.1%),(66.7%),(68.8%)
2744,5,0324,東京Ｖ,1-1,A,味スタ,曇り,,ロアッソ熊本,2013,kuma,,12,3,0,419,10,16,2,6,34,15,22,25,3,3,2,0,36,12,143,8.4%,51.1%,(8.3%),(73.3%),(10.0%),(85.3%),(40.0%),(77.3%),,19,2,0,434,18,13,3,5,30,13,16,21,2,2,1,0,44,15,125,15.2%,48.9%,(5.3%),(75.1%),(22.2%),(93.3%),(53.8%),(87.5%)
2745,6,0331,富山,1-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,12,7,0,643,26,10,3,6,35,21,28,22,7,5,3,0,43,19,171,7.0%,58.8%,(8.3%),(73.3%),(15.4%),(97.1%),(38.1%),(92.9%),,14,6,0,454,10,11,7,4,18,11,27,37,5,2,0,0,40,9,163,8.6%,41.2%,(7.1%),(69.4%),(20.0%),(77.8%),(36.4%),(88.9%)
2746,7,0407,横浜FC,0-0,A,ニッパ球,晴れ一時雨,,ロアッソ熊本,2013,kuma,,13,2,0,383,11,17,2,3,23,18,30,19,2,2,1,0,38,13,159,8.2%,49.8%,(0.0%),(67.1%),(18.2%),(73.9%),(16.7%),(70.0%),,13,5,0,421,15,17,4,2,40,15,34,16,2,2,1,0,42,8,165,7.9%,50.2%,(0.0%),(64.6%),(13.3%),(77.5%),(73.3%),(91.2%)
2747,8,0414,長崎,0-1,A,長崎県立,晴れ,,ロアッソ熊本,2013,kuma,,20,4,0,348,14,16,0,10,24,19,20,28,4,3,1,1,36,17,134,14.9%,47.2%,(5.0%),(71.0%),(35.7%),(75.0%),(63.2%),(90.0%),,11,2,0,448,12,7,4,2,33,13,29,16,6,0,3,1,24,7,127,8.7%,52.8%,(0.0%),(72.8%),(25.0%),(84.8%),(23.1%),(82.8%)
2748,9,0417,愛媛,0-1,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,17,0,0,522,20,17,3,8,28,7,15,20,1,1,4,0,51,21,145,11.7%,57.5%,(0.0%),(71.8%),(20.0%),(78.6%),(71.4%),(66.7%),,15,5,0,334,13,13,2,5,24,10,17,34,0,3,1,0,26,10,137,10.9%,42.5%,(6.7%),(64.7%),(30.8%),(75.0%),(60.0%),(58.8%)
2749,10,0421,山形,0-1,A,ＮＤスタ,雪のち雨,,ロアッソ熊本,2013,kuma,,17,4,0,412,12,12,3,5,36,19,31,33,4,2,1,0,39,8,158,10.8%,48.3%,(5.9%),(65.3%),(16.7%),(66.7%),(31.6%),(71.0%),,12,1,0,494,17,8,2,7,40,15,31,19,5,3,1,0,41,14,164,7.3%,51.7%,(0.0%),(66.6%),(17.6%),(90.0%),(33.3%),(80.6%)
2750,11,0428,札幌,3-1,A,札幌厚別,雨,,ロアッソ熊本,2013,kuma,,13,2,0,286,8,14,2,3,33,15,19,23,2,2,4,0,22,9,174,7.5%,48%,(7.7%),(56.6%),(25.0%),(45.5%),(40.0%),(84.2%),,18,4,0,341,15,15,2,7,27,16,22,14,2,1,1,0,31,8,164,11.0%,52%,(5.6%),(56.3%),(0.0%),(88.9%),(25.0%),(77.3%)
2751,12,0503,水戸,3-2,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,16,7,1,493,14,13,2,4,23,16,28,31,5,4,3,0,43,16,141,11.3%,54.5%,(18.8%),(75.1%),(14.3%),(73.9%),(50.0%),(82.1%),,10,2,0,417,17,17,5,6,21,11,21,19,3,2,2,0,47,19,143,7.0%,45.5%,(20.0%),(67.1%),(17.6%),(85.7%),(36.4%),(47.6%)
2752,13,0506,徳島,3-0,A,鳴門大塚,晴れ,,ロアッソ熊本,2013,kuma,,10,1,0,411,18,20,3,8,21,7,27,27,4,2,5,1,29,17,138,7.2%,46.9%,(0.0%),(71.0%),(16.7%),(66.7%),(42.9%),(81.5%),,26,8,1,501,15,11,2,9,20,13,19,28,4,3,1,0,39,14,135,19.3%,53.1%,(11.5%),(78.8%),(26.7%),(85.0%),(46.2%),(73.7%)
2753,14,0512,岐阜,0-0,A,長良川,晴れ,,ロアッソ熊本,2013,kuma,,9,3,0,360,24,15,2,5,32,23,34,18,2,3,0,0,42,15,171,5.3%,43.7%,(0.0%),(58.9%),(20.8%),(84.4%),(60.9%),(73.5%),,11,4,0,574,14,14,3,1,39,18,32,26,2,2,1,0,47,9,158,7.0%,56.3%,(0.0%),(76.0%),(21.4%),(92.3%),(50.0%),(75.0%)
2754,15,0519,栃木,1-4,H,水前寺,雨時々曇り,,ロアッソ熊本,2013,kuma,,19,6,0,492,13,14,1,7,42,7,18,23,1,0,2,0,35,11,145,13.1%,58.6%,(5.3%),(74.2%),(38.5%),(81.0%),(14.3%),(72.2%),,25,10,0,280,16,12,0,7,26,12,13,25,4,1,1,0,29,15,132,18.9%,41.4%,(16.0%),(60.7%),(31.3%),(65.4%),(25.0%),(76.9%)
2755,16,0526,岡山,3-2,A,カンスタ,晴れ,,ロアッソ熊本,2013,kuma,,13,4,0,490,11,16,1,1,34,10,30,13,2,2,2,0,32,6,158,8.2%,51.1%,(15.4%),(67.6%),(18.2%),(73.5%),(60.0%),(56.7%),,15,10,0,469,7,15,2,2,24,14,30,21,7,1,4,0,44,12,156,9.6%,48.9%,(20.0%),(67.2%),(14.3%),(100.0%),(64.3%),(70.0%)
2756,17,0601,福岡,1-1,A,レベスタ,雨,,ロアッソ熊本,2013,kuma,,11,1,0,279,6,19,3,4,14,6,19,26,2,1,8,2,15,4,116,9.5%,42.3%,(9.1%),(65.6%),(16.7%),(50.0%),(0.0%),(78.9%),,21,4,0,467,14,24,1,4,28,12,18,12,6,3,1,0,45,21,135,15.6%,57.7%,(4.8%),(74.1%),(7.1%),(92.9%),(58.3%),(72.2%)
2757,18,0609,京都,1-3,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,17,3,0,482,13,13,1,7,44,12,28,25,4,4,2,0,34,16,175,9.7%,53.1%,(0.0%),(67.0%),(46.2%),(90.9%),(75.0%),(78.6%),,13,5,0,420,9,12,4,4,41,14,19,29,0,1,1,0,44,10,166,7.8%,46.9%,(23.1%),(70.2%),(33.3%),(58.5%),(35.7%),(73.7%)
2758,19,0615,北九州,0-7,A,本城,曇り,,ロアッソ熊本,2013,kuma,,23,9,0,326,12,14,1,2,15,4,24,24,3,1,0,0,38,16,114,20.2%,36.5%,(30.4%),(68.1%),(50.0%),(80.0%),(100.0%),(83.3%),,19,4,0,672,26,8,1,3,29,15,18,15,4,0,1,0,58,21,121,15.7%,63.5%,(0.0%),(82.1%),(30.8%),(89.7%),(46.7%),(55.6%)
2759,20,0622,群馬,2-3,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,11,3,0,407,11,22,2,4,29,6,24,23,4,1,2,0,47,16,133,8.3%,52%,(18.2%),(69.3%),(27.3%),(93.1%),(33.3%),(70.8%),,13,4,0,320,8,16,1,5,26,21,22,21,6,1,2,0,27,10,127,10.2%,48%,(23.1%),(65.3%),(12.5%),(76.9%),(38.1%),(81.8%)
2760,21,0629,神戸,1-2,H,うまスタ,雨,,ロアッソ熊本,2013,kuma,,10,2,0,321,5,11,2,4,24,6,14,33,3,0,3,0,13,9,119,8.4%,42.5%,(10.0%),(61.1%),(20.0%),(91.7%),(33.3%),(78.6%),,18,5,1,514,17,15,0,6,32,9,21,26,7,2,1,0,49,17,138,13.0%,57.5%,(11.1%),(77.2%),(17.6%),(78.1%),(55.6%),(61.9%)
2761,22,0703,愛媛,1-1,A,ニンスタ,雨,,ロアッソ熊本,2013,kuma,,14,4,0,304,18,10,0,7,65,11,8,39,0,0,3,0,31,14,178,7.9%,51.4%,(7.1%),(33.9%),(44.4%),(64.6%),(27.3%),(50.0%),,10,2,0,282,13,17,1,5,40,5,14,56,2,0,0,0,20,6,170,5.9%,48.6%,(10.0%),(33.7%),(7.7%),(67.5%),(80.0%),(78.6%)
2762,23,0707,松本,0-3,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,12,1,0,551,23,9,1,4,32,12,14,19,0,1,1,0,46,11,123,9.8%,58%,(0.0%),(77.0%),(13.0%),(78.1%),(58.3%),(64.3%),,22,5,0,370,16,12,1,4,29,16,10,28,3,1,0,0,42,13,122,18.0%,42%,(13.6%),(70.3%),(43.8%),(75.9%),(56.3%),(80.0%)
2763,24,0714,岐阜,1-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,12,4,0,347,9,18,0,4,22,8,17,20,3,4,4,0,35,12,133,9.0%,44.8%,(8.3%),(69.5%),(22.2%),(95.5%),(37.5%),(82.4%),,10,2,0,405,17,19,5,0,28,13,24,26,7,0,2,0,31,15,128,7.8%,55.2%,(10.0%),(71.1%),(23.5%),(100.0%),(84.6%),(75.0%)
2764,25,0720,栃木,1-0,A,栃木グ,晴れ,,ロアッソ熊本,2013,kuma,,22,1,0,467,26,17,2,4,23,12,20,20,3,2,2,0,46,19,132,16.7%,55.8%,(0.0%),(69.2%),(26.9%),(82.6%),(75.0%),(70.0%),,7,2,0,300,9,15,2,3,23,4,21,43,0,1,3,0,26,6,138,5.1%,44.2%,(14.3%),(60.0%),(33.3%),(73.9%),(50.0%),(76.2%)
2765,26,0727,山形,1-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,7,2,0,352,10,16,3,0,30,10,15,32,0,1,1,0,26,7,133,5.3%,44.9%,(14.3%),(68.2%),(10.0%),(83.3%),(40.0%),(80.0%),,17,4,0,468,30,17,2,8,26,12,17,15,2,3,0,0,50,14,138,12.3%,55.1%,(5.9%),(74.6%),(16.7%),(88.5%),(41.7%),(82.4%)
2766,27,0804,鳥取,0-0,A,とりスタ,雨,,ロアッソ熊本,2013,kuma,,12,2,0,319,17,7,2,7,29,8,17,34,1,1,1,0,31,13,121,9.9%,41.2%,(0.0%),(67.4%),(35.3%),(58.6%),(37.5%),(76.5%),,11,2,0,573,19,13,1,6,25,13,13,26,2,1,0,0,42,11,115,9.6%,58.8%,(0.0%),(79.4%),(10.5%),(96.0%),(38.5%),(76.9%)
2767,28,0812,岡山,1-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,18,4,0,541,20,16,2,5,21,12,18,20,5,0,1,0,41,18,134,13.4%,56.4%,(5.6%),(76.5%),(15.0%),(95.2%),(33.3%),(88.9%),,9,5,0,383,17,19,1,2,26,13,18,17,3,1,0,0,38,9,136,6.6%,43.6%,(11.1%),(70.5%),(23.5%),(76.9%),(46.2%),(77.8%)
2768,29,0818,群馬,0-1,A,正田スタ,晴れ,,ロアッソ熊本,2013,kuma,,16,8,0,304,15,13,4,6,19,14,15,23,2,0,5,0,30,11,119,13.4%,45.1%,(6.3%),(70.7%),(20.0%),(84.2%),(50.0%),(80.0%),,15,2,1,416,13,18,0,7,22,15,15,19,0,4,2,0,34,12,124,12.1%,54.9%,(0.0%),(76.2%),(30.8%),(100.0%),(53.3%),(86.7%)
2769,30,0821,徳島,0-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,23,7,0,531,19,9,1,11,20,11,13,18,1,0,2,0,61,17,99,23.2%,58.1%,(0.0%),(83.1%),(21.1%),(90.0%),(54.5%),(61.5%),,7,1,0,312,15,11,0,4,13,7,19,21,1,1,1,0,28,8,97,7.2%,41.9%,(14.3%),(72.1%),(13.3%),(100.0%),(28.6%),(68.4%)
2770,32,0901,京都,0-2,A,西京極,曇り,,ロアッソ熊本,2013,kuma,,19,6,0,584,17,16,1,7,35,14,14,9,2,5,1,0,70,17,148,12.8%,59.5%,(10.5%),(78.3%),(23.5%),(80.0%),(57.1%),(78.6%),,11,2,0,367,8,9,6,3,22,5,23,19,4,1,2,0,20,12,130,8.5%,40.5%,(0.0%),(65.7%),(25.0%),(100.0%),(40.0%),(65.2%)
2771,31,0905,北九州,1-2,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,13,2,0,442,18,12,2,5,22,13,20,13,1,2,1,0,47,13,133,9.8%,54.6%,(7.7%),(72.9%),(16.7%),(68.2%),(53.8%),(85.0%),,7,4,0,335,4,17,2,3,23,11,24,27,2,2,3,0,26,4,134,5.2%,45.4%,(28.6%),(68.7%),(25.0%),(69.6%),(27.3%),(83.3%)
2772,33,0916,東京Ｖ,2-1,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,20,8,0,357,14,15,2,1,36,13,14,27,3,1,1,0,38,15,155,12.9%,44.2%,(10.0%),(63.0%),(35.7%),(83.3%),(38.5%),(92.9%),,12,3,0,477,23,15,1,2,28,17,20,22,1,2,3,0,44,22,158,7.6%,55.8%,(8.3%),(73.0%),(39.1%),(71.4%),(35.3%),(90.0%)
2773,34,0922,水戸,1-1,A,Ｋｓスタ,曇り,,ロアッソ熊本,2013,kuma,,11,2,1,436,20,14,4,9,24,11,18,11,1,6,2,0,31,17,143,7.7%,54.6%,(9.1%),(65.1%),(25.0%),(95.8%),(45.5%),(88.9%),,6,0,0,316,14,14,6,3,27,12,13,34,5,3,1,1,28,11,130,4.6%,45.4%,(0.0%),(62.3%),(21.4%),(63.0%),(50.0%),(76.9%)
2774,35,0929,札幌,2-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,13,5,0,393,8,10,2,1,19,6,15,30,3,0,3,0,36,7,118,11.0%,46.9%,(15.4%),(76.8%),(37.5%),(89.5%),(33.3%),(80.0%),,17,6,0,513,12,11,1,5,24,14,22,10,1,2,2,0,42,20,128,13.3%,53.1%,(5.9%),(80.7%),(25.0%),(87.5%),(57.1%),(68.2%)
2775,36,1006,富山,2-1,A,富山,晴れ,,ロアッソ熊本,2013,kuma,,12,3,0,564,29,16,1,3,28,19,27,9,0,2,4,0,50,15,149,8.1%,54.9%,(8.3%),(76.4%),(13.8%),(100.0%),(47.4%),(77.8%),,13,5,0,374,7,15,3,4,18,13,24,34,3,1,2,0,32,12,149,8.7%,45.1%,(15.4%),(70.1%),(28.6%),(100.0%),(46.2%),(75.0%)
2776,37,1020,千葉,0-6,A,フクアリ,雨,,ロアッソ熊本,2013,kuma,,23,10,0,554,17,9,5,1,23,10,25,21,4,5,2,0,38,16,135,17.0%,53.4%,(26.1%),(81.0%),(41.2%),(82.6%),(50.0%),(92.0%),,18,6,0,475,14,11,5,4,18,9,24,19,5,5,0,0,36,7,133,13.5%,46.6%,(0.0%),(76.0%),(14.3%),(100.0%),(44.4%),(75.0%)
2777,38,1027,長崎,1-0,H,うまスタ,晴れ,,ロアッソ熊本,2013,kuma,,9,3,0,368,13,23,3,2,27,8,29,29,2,1,2,0,38,11,147,6.1%,54.2%,(11.1%),(60.3%),(7.7%),(92.6%),(37.5%),(69.0%),,11,1,0,326,22,8,1,8,39,12,19,15,4,3,3,1,32,11,150,7.3%,45.8%,(0.0%),(53.1%),(13.6%),(61.5%),(33.3%),(57.9%)
2778,39,1103,Ｇ大阪,0-4,A,万博,雨のち曇り,,ロアッソ熊本,2013,kuma,,28,17,0,797,11,13,1,9,20,10,26,23,4,1,0,0,69,30,122,23.0%,64.5%,(14.3%),(87.5%),(27.3%),(100.0%),(30.0%),(84.6%),,10,4,0,359,12,7,2,8,21,10,26,17,7,1,0,0,22,3,124,8.1%,35.5%,(0.0%),(73.8%),(0.0%),(85.7%),(50.0%),(80.8%)
2779,40,1110,福岡,1-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,23,8,0,434,21,12,3,6,27,16,14,27,4,4,2,0,36,16,133,17.3%,56%,(4.3%),(74.0%),(38.1%),(100.0%),(43.8%),(100.0%),,9,5,0,323,13,23,4,2,26,12,21,18,4,3,2,0,31,14,136,6.6%,44%,(11.1%),(67.8%),(0.0%),(65.4%),(33.3%),(76.2%)
2780,41,1117,横浜FC,0-1,H,うまスタ,曇り,,ロアッソ熊本,2013,kuma,,18,4,0,367,17,19,1,3,27,9,18,19,4,0,1,0,35,15,141,12.8%,47.2%,(0.0%),(70.0%),(17.6%),(74.1%),(55.6%),(61.1%),,14,3,0,438,14,15,0,3,21,18,13,28,2,1,2,0,33,14,127,11.0%,52.8%,(7.1%),(74.4%),(42.9%),(76.2%),(38.9%),(92.3%)
2781,42,1124,神戸,0-3,A,ノエスタ,晴れ,,ロアッソ熊本,2013,kuma,,19,8,0,575,15,12,3,6,27,10,24,19,4,2,1,0,44,20,135,14.1%,57.1%,(15.8%),(80.5%),(26.7%),(88.9%),(70.0%),(70.8%),,14,3,0,366,12,11,2,8,17,12,34,21,2,3,1,0,28,10,134,10.4%,42.9%,(0.0%),(67.2%),(0.0%),(94.1%),(16.7%),(73.5%)
2782,1,0302,福岡,2-1,H,うまスタ,曇,,ロアッソ熊本,2014,kuma,,9,5,0,399,19,14,1,1,18,11,40,37,2,12,2,0,35,11,166,5.4%,43.5%,(22.2%),(57.6%),(21.1%),(83.3%),(54.5%),(80.0%),,18,4,0,625,32,16,13,7,38,14,20,16,3,1,1,0,59,22,180,10.0%,56.5%,(5.6%),(70.4%),(21.9%),(81.6%),(50.0%),(80.0%)
2783,2,0309,松本,0-1,H,うまスタ,曇,,ロアッソ熊本,2014,kuma,,16,3,0,408,20,13,3,3,32,9,18,35,4,1,3,0,30,11,168,9.5%,49.5%,(0.0%),(54.9%),(10.0%),(78.1%),(77.8%),(72.2%),,13,3,0,445,23,15,1,4,31,8,18,35,6,3,0,0,42,15,172,7.6%,50.5%,(7.7%),(59.1%),(30.4%),(83.9%),(50.0%),(83.3%)
2784,3,0316,磐田,1-3,A,ヤマハ,晴,,ロアッソ熊本,2014,kuma,,19,9,0,522,28,16,1,7,41,18,26,17,2,1,0,0,51,20,169,11.2%,54.4%,(15.8%),(69.5%),(32.1%),(75.6%),(55.6%),(76.9%),,11,3,0,470,19,10,1,1,27,9,30,20,0,2,2,0,42,8,146,7.5%,45.6%,(9.1%),(64.3%),(15.8%),(81.5%),(44.4%),(80.0%)
2785,4,0322,大分,1-1,H,うまスタ,晴一時曇,,ロアッソ熊本,2014,kuma,,19,4,0,401,26,13,1,8,28,17,33,25,6,8,0,0,37,23,148,12.8%,44.5%,(5.3%),(63.8%),(15.4%),(85.7%),(70.6%),(66.7%),,18,4,0,499,12,16,8,6,36,26,14,28,6,1,1,0,56,20,148,12.2%,55.5%,(5.6%),(72.5%),(33.3%),(88.9%),(38.5%),(71.4%)
2786,5,0330,千葉,0-3,A,フクアリ,雨のち晴,,ロアッソ熊本,2014,kuma,,12,7,0,402,16,16,4,5,39,16,16,32,5,1,3,1,43,9,152,7.9%,50.8%,(16.7%),(68.4%),(18.8%),(82.1%),(43.8%),(62.5%),,15,2,0,405,23,12,2,7,30,11,27,18,1,4,2,0,39,16,143,10.5%,49.2%,(0.0%),(67.4%),(0.0%),(76.7%),(72.7%),(59.3%)
2787,6,0405,横浜FC,1-0,A,ニッパ球,晴,,ロアッソ熊本,2014,kuma,,15,4,0,435,17,34,1,7,38,16,30,17,3,2,6,0,33,16,166,9.0%,56.4%,(0.0%),(73.1%),(35.3%),(84.2%),(62.5%),(76.7%),,15,5,0,269,12,19,2,7,20,10,36,36,1,1,5,1,24,11,145,10.3%,43.6%,(6.7%),(58.0%),(25.0%),(85.0%),(40.0%),(72.2%)
2788,7,0413,讃岐,4-1,H,うまスタ,雨,,ロアッソ熊本,2014,kuma,,12,5,0,346,19,15,1,9,33,15,19,27,1,2,1,0,30,16,162,7.4%,48%,(33.3%),(59.0%),(26.3%),(66.7%),(40.0%),(73.7%),,12,2,0,381,16,13,3,7,38,9,32,19,2,1,2,0,34,10,165,7.3%,52%,(8.3%),(58.3%),(6.3%),(68.4%),(44.4%),(84.4%)
2789,8,0420,山形,2-1,A,ＮＤスタ,晴,,ロアッソ熊本,2014,kuma,,19,2,0,463,22,17,3,6,42,9,17,17,1,2,0,0,39,19,163,11.7%,54.6%,(5.3%),(63.1%),(9.1%),(83.3%),(44.4%),(70.6%),,11,4,0,327,8,13,3,4,35,12,20,50,3,3,1,0,25,12,159,6.9%,45.4%,(18.2%),(57.5%),(37.5%),(74.3%),(58.3%),(70.0%)
2790,9,0426,長崎,1-1,H,うまスタ,曇,,ロアッソ熊本,2014,kuma,,10,2,0,327,12,12,1,6,31,14,28,35,7,1,0,0,29,11,157,6.4%,44.4%,(10.0%),(54.4%),(16.7%),(61.3%),(28.6%),(78.6%),,14,4,0,493,14,17,1,4,37,10,22,29,3,1,2,0,45,15,157,8.9%,55.6%,(7.1%),(66.5%),(42.9%),(73.0%),(40.0%),(81.8%)
2791,10,0429,水戸,0-0,A,Ｋｓスタ,曇,,ロアッソ熊本,2014,kuma,,14,1,0,582,14,19,1,6,25,6,19,26,2,1,2,0,47,13,143,9.8%,55.4%,(0.0%),(73.0%),(42.9%),(92.0%),(16.7%),(89.5%),,11,4,0,397,14,13,3,10,27,11,22,36,5,1,3,0,32,7,136,8.1%,44.6%,(0.0%),(66.0%),(0.0%),(77.8%),(45.5%),(72.7%)
2792,11,0503,岡山,0-0,H,うまスタ,晴,,ロアッソ熊本,2014,kuma,,18,5,0,413,24,20,0,8,26,18,25,36,4,2,1,0,42,22,145,12.4%,46.2%,(0.0%),(67.1%),(20.8%),(73.1%),(72.2%),(80.0%),,9,2,0,495,16,16,2,3,41,10,15,32,2,0,2,0,41,14,149,6.0%,53.8%,(0.0%),(75.2%),(18.8%),(61.0%),(50.0%),(86.7%)
