,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id,H_ゴール期待値,H_シュート,H_枠内シュート,H_PKによるシュート,H_パス,H_クロス,H_直接ＦＫ,H_間接ＦＫ,H_ＣＫ,H_スローイン,H_ドリブル,H_タックル,H_クリア,H_インターセプト,H_オフサイド,H_警告,H_退場,H_３０ｍライン進入,H_ペナルティエリア進入,H_攻撃回数,H_チャンス構築率,H_ボール支配率,H_シュート成功率,H_パス成功率,H_クロス成功率,H_スローイン成功率,H_ドリブル成功率,H_タックル成功率,A_ゴール期待値,A_シュート,A_枠内シュート,A_PKによるシュート,A_パス,A_クロス,A_直接ＦＫ,A_間接ＦＫ,A_ＣＫ,A_スローイン,A_ドリブル,A_タックル,A_クリア,A_インターセプト,A_オフサイド,A_警告,A_退場,A_３０ｍライン進入,A_ペナルティエリア進入,A_攻撃回数,A_チャンス構築率,A_ボール支配率,A_シュート成功率,A_パス成功率,A_クロス成功率,A_スローイン成功率,A_ドリブル成功率,A_タックル成功率
58,25,1103,熊本,2-2,H,プラスタ,晴,中口　雅史,ヴァンラーレ八戸,2020,hach,0.857,11,3,0,336,10,8,4,5,26,12,15,26,1,1,1,0,27,14,125,8.8%,34.3%,(18.2%),(71.4%),(20.0%),(73.1%),(41.7%),(73.3%),1.811,11,7,0,844,22,7,1,5,26,11,12,21,1,4,1,0,63,20,120,9.2%,65.7%,(18.2%),(85.9%),(18.2%),(100.0%),(45.5%),(66.7%)
59,26,1108,岩手,1-1,A,北上,晴,中口　雅史,ヴァンラーレ八戸,2020,hach,1.508,12,1,0,475,11,9,0,3,19,11,22,25,3,2,0,0,26,9,125,9.6%,43.3%,(8.3%),(75.6%),(27.3%),(73.7%),(27.3%),(59.1%),1.754,16,6,0,615,17,8,2,5,24,11,17,16,1,0,1,0,48,12,127,12.6%,56.7%,(6.3%),(79.8%),(17.6%),(91.7%),(36.4%),(82.4%)
60,27,1115,Ｇ大23,1-1,H,プラスタ,晴,中口　雅史,ヴァンラーレ八戸,2020,hach,1.474,16,3,0,388,21,8,3,5,18,12,24,32,1,3,2,0,31,23,129,12.4%,41.2%,(6.3%),(71.9%),(19.0%),(77.8%),(33.3%),(83.3%),1.227,13,3,0,565,11,12,4,5,29,20,13,22,2,3,0,0,48,8,128,10.2%,58.8%,(7.7%),(82.1%),(18.2%),(75.9%),(35.0%),(61.5%)
61,28,1118,富山,1-2,H,プラスタ,曇,中口　雅史,ヴァンラーレ八戸,2020,hach,1.662,12,2,1,575,19,15,1,4,26,10,13,15,1,2,0,0,54,13,126,9.5%,58.6%,(8.3%),(79.0%),(26.3%),(88.5%),(50.0%),(84.6%),1.685,16,8,0,414,7,7,2,4,18,8,23,24,3,1,3,0,23,8,108,14.8%,41.4%,(12.5%),(75.4%),(28.6%),(77.8%),(37.5%),(69.6%)
62,29,1122,鳥取,2-1,A,チュスタ,雨,中口　雅史,ヴァンラーレ八戸,2020,hach,1.381,8,2,1,542,11,5,1,5,30,14,20,22,0,1,1,1,37,9,121,6.6%,55.8%,(12.5%),(79.5%),(18.2%),(90.0%),(35.7%),(60.0%),2.13,17,8,0,396,13,8,1,10,28,14,17,17,2,1,0,0,33,10,126,13.5%,44.2%,(11.8%),(75.0%),(15.4%),(85.7%),(42.9%),(47.1%)
63,30,1129,YS横浜,1-1,H,プラスタ,曇,中口　雅史,ヴァンラーレ八戸,2020,hach,1.512,16,5,0,380,23,10,2,7,31,12,22,18,1,1,0,0,43,13,131,12.2%,45.2%,(6.3%),(75.0%),(26.1%),(67.7%),(50.0%),(59.1%),1.287,12,4,0,483,18,5,1,11,25,12,23,29,2,2,2,0,34,18,125,9.6%,54.8%,(8.3%),(77.6%),(16.7%),(84.0%),(25.0%),(56.5%)
64,31,1206,相模原,1-1,H,プラスタ,曇のち雨,中口　雅史,ヴァンラーレ八戸,2020,hach,2.07,15,4,0,361,14,9,0,7,27,13,20,51,4,2,0,0,32,12,137,10.9%,52.3%,(6.7%),(72.0%),(50.0%),(63.0%),(38.5%),(55.0%),1.47,15,4,0,335,16,11,2,5,38,13,27,23,0,0,3,0,35,10,142,10.6%,47.7%,(6.7%),(65.1%),(25.0%),(60.5%),(23.1%),(51.9%)
65,32,1209,岐阜,0-1,A,長良川,晴,中口　雅史,ヴァンラーレ八戸,2020,hach,1.296,13,3,0,313,5,7,0,7,24,5,27,40,4,1,3,1,27,10,118,11.0%,39.8%,(7.7%),(68.1%),(20.0%),(79.2%),(40.0%),(44.4%),1.079,15,5,0,550,21,10,1,6,33,16,11,19,0,0,0,0,65,16,127,11.8%,60.2%,(0.0%),(79.6%),(9.5%),(93.9%),(43.8%),(54.5%)
66,33,1213,藤枝,0-3,A,藤枝サ,晴,中口　雅史,ヴァンラーレ八戸,2020,hach,2.583,15,6,1,523,25,12,0,2,33,8,22,13,3,1,0,0,50,14,137,10.9%,51.8%,(20.0%),(75.9%),(40.0%),(75.8%),(62.5%),(54.5%),1.202,13,3,0,440,6,7,1,4,18,12,15,18,1,0,1,0,34,5,127,10.2%,48.2%,(0.0%),(72.3%),(16.7%),(66.7%),(41.7%),(53.3%)
67,34,1220,Ｃ大23,4-1,A,ヤンマー,晴,中口　雅史,ヴァンラーレ八戸,2020,hach,1.063,12,3,0,650,17,9,5,2,31,11,18,11,2,4,0,0,54,13,153,7.8%,56.7%,(8.3%),(77.4%),(23.5%),(96.8%),(54.5%),(88.9%),1.622,16,6,0,455,11,9,4,3,16,7,30,19,6,5,0,0,44,10,146,11.0%,43.3%,(25.0%),(73.6%),(27.3%),(68.8%),(42.9%),(66.7%)
68,1,0314,岐阜,0-0,A,長良川,晴,葛野　昌宏,ヴァンラーレ八戸,2021,hach,0.696,8,1,0,329,8,9,1,3,40,13,20,39,1,3,2,0,24,8,134,6.0%,44.9%,(0.0%),(63.8%),(25.0%),(72.5%),(38.5%),(40.0%),0.701,9,2,0,399,22,7,3,10,26,10,13,25,1,1,2,0,26,4,138,6.5%,55.1%,(0.0%),(66.9%),(18.2%),(80.8%),(40.0%),(46.2%)
69,2,0321,富山,1-2,A,富山,雨,葛野　昌宏,ヴァンラーレ八戸,2021,hach,2.352,14,3,1,359,13,10,0,4,33,7,26,26,0,1,0,0,24,9,146,9.6%,47.6%,(14.3%),(61.6%),(38.5%),(60.6%),(28.6%),(69.2%),0.635,10,2,0,410,13,8,2,4,46,15,21,19,1,0,2,0,29,5,149,6.7%,52.4%,(10.0%),(63.9%),(0.0%),(76.1%),(60.0%),(66.7%)
70,1,0309,鳥取,0-0,A,とりスタ,曇,,いわてグルージャ盛岡,2014,mori,,10,3,0,717,18,4,0,3,43,15,27,13,6,3,2,0,46,12,153,6.5%,62.3%,(0.0%),(78.9%),(22.2%),(48.8%),(33.3%),(81.5%),,15,5,0,316,12,15,4,3,36,14,33,34,6,0,1,0,28,10,157,9.6%,37.7%,(0.0%),(57.0%),(33.3%),(75.0%),(42.9%),(81.8%)
71,2,0316,福島,2-0,A,とうスタ,雨,,いわてグルージャ盛岡,2014,mori,,10,2,0,728,13,5,3,4,24,12,29,21,3,2,2,1,27,5,135,7.4%,64.1%,(0.0%),(81.9%),(23.1%),(91.7%),(50.0%),(86.2%),,17,8,1,320,12,10,2,2,32,11,18,19,2,3,0,0,31,11,144,11.8%,35.9%,(11.8%),(62.8%),(16.7%),(71.9%),(36.4%),(77.8%)
72,3,0323,J-22,6-1,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,12,7,1,275,10,6,1,6,25,10,33,8,3,0,0,0,25,12,120,10.0%,29.7%,(50.0%),(61.8%),(20.0%),(68.0%),(50.0%),(84.8%),,10,4,0,881,9,8,0,4,26,15,32,4,4,1,2,0,68,14,117,8.5%,70.3%,(10.0%),(87.7%),(22.2%),(92.3%),(53.3%),(68.8%)
73,4,0330,琉球,1-0,A,沖縄県陸,曇,,いわてグルージャ盛岡,2014,mori,,6,1,0,738,19,15,0,3,26,15,11,19,1,3,3,1,46,13,119,5.0%,69%,(0.0%),(83.1%),(15.8%),(84.6%),(33.3%),(72.7%),,8,2,1,238,3,18,3,1,22,10,15,28,3,0,1,0,20,6,115,7.0%,31%,(12.5%),(56.3%),(0.0%),(68.2%),(30.0%),(73.3%)
74,5,0406,町田,1-4,H,盛岡南,晴時々曇,,いわてグルージャ盛岡,2014,mori,,6,4,0,259,5,16,2,2,25,4,34,28,5,3,3,0,12,5,141,4.3%,37.8%,(16.7%),(50.6%),(60.0%),(60.0%),(50.0%),(88.2%),,21,8,0,566,14,14,4,5,27,12,21,16,3,2,2,0,47,12,145,14.5%,62.2%,(14.3%),(77.9%),(14.3%),(81.5%),(41.7%),(81.0%)
75,6,0413,秋田,1-2,A,秋田球,晴,,いわてグルージャ盛岡,2014,mori,,5,2,1,1101,6,10,1,1,17,10,19,27,2,4,1,0,25,7,125,4.0%,69.6%,(40.0%),(90.8%),(33.3%),(82.4%),(40.0%),(84.2%),,6,3,0,288,16,15,4,4,24,12,26,12,9,1,2,0,42,15,132,4.5%,30.4%,(16.7%),(63.2%),(31.3%),(58.3%),(25.0%),(73.1%)
76,7,0420,長野,0-0,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,12,1,1,302,11,15,1,1,18,9,18,37,7,0,2,0,23,8,140,8.6%,41.4%,(0.0%),(62.3%),(18.2%),(55.6%),(55.6%),(66.7%),,18,2,0,583,28,15,1,7,34,14,12,22,4,1,1,0,48,16,155,11.6%,58.6%,(0.0%),(76.5%),(25.0%),(82.4%),(50.0%),(83.3%)
77,8,0426,金沢,0-2,A,石川西部,晴,,いわてグルージャ盛岡,2014,mori,,26,9,0,564,15,15,2,4,17,14,22,17,4,0,1,0,41,18,135,19.3%,51%,(7.7%),(79.8%),(33.3%),(76.5%),(64.3%),(72.7%),,5,1,0,467,13,15,1,0,22,11,17,23,2,2,4,0,32,10,128,3.9%,49%,(0.0%),(74.9%),(15.4%),(81.8%),(72.7%),(70.6%)
78,9,0429,藤枝,4-1,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,18,10,1,302,16,13,4,3,44,17,32,38,2,0,1,0,43,17,177,10.2%,45.4%,(22.2%),(51.3%),(18.8%),(59.1%),(52.9%),(62.5%),,17,5,0,470,23,8,0,6,37,15,30,20,2,4,3,0,39,11,175,9.7%,54.6%,(5.9%),(62.1%),(17.4%),(81.1%),(60.0%),(70.0%)
79,10,0504,相模原,2-3,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,15,6,0,304,15,11,3,10,33,11,25,13,3,2,2,0,40,21,138,10.9%,47.9%,(13.3%),(62.8%),(13.3%),(63.6%),(54.5%),(80.0%),,16,4,0,401,12,17,2,3,16,13,28,41,1,3,3,0,28,7,125,12.8%,52.1%,(18.8%),(75.8%),(25.0%),(81.3%),(61.5%),(92.9%)
80,11,0510,YS横浜,3-0,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,7,4,1,271,8,12,3,6,28,11,20,41,5,1,1,0,20,5,145,4.8%,41.4%,(42.9%),(51.7%),(37.5%),(75.0%),(45.5%),(95.0%),,13,3,0,483,23,15,2,11,48,18,22,26,3,2,3,0,40,18,174,7.5%,58.6%,(0.0%),(68.7%),(13.0%),(91.7%),(50.0%),(81.8%)
81,12,0518,町田,1-1,A,町田,晴,,いわてグルージャ盛岡,2014,mori,,15,5,0,496,15,17,4,6,24,11,19,12,4,3,2,0,40,19,139,10.8%,67.3%,(6.7%),(75.2%),(26.7%),(83.3%),(45.5%),(78.9%),,7,3,1,172,2,23,3,2,22,11,20,32,2,1,2,0,11,4,126,5.6%,32.7%,(14.3%),(41.9%),(0.0%),(68.2%),(9.1%),(55.0%)
82,13,0525,福島,1-2,H,盛岡南,曇,,いわてグルージャ盛岡,2014,mori,,12,5,0,357,23,14,1,2,32,20,21,21,7,0,1,0,40,13,135,8.9%,44.9%,(8.3%),(63.9%),(21.7%),(75.0%),(45.0%),(81.0%),,9,4,0,549,19,8,0,3,29,10,29,33,2,1,1,0,24,11,133,6.8%,55.1%,(22.2%),(75.0%),(26.3%),(79.3%),(40.0%),(69.0%)
83,14,0601,秋田,3-0,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,16,5,0,377,12,8,1,8,16,10,29,16,4,1,3,0,46,15,109,14.7%,36.2%,(18.8%),(79.8%),(16.7%),(43.8%),(40.0%),(82.8%),,3,0,0,924,17,10,1,2,29,13,18,20,3,2,1,0,39,7,117,2.6%,63.8%,(0.0%),(88.9%),(11.8%),(96.6%),(30.8%),(83.3%)
84,15,0608,金沢,0-1,H,盛岡南,曇,,いわてグルージャ盛岡,2014,mori,,12,1,0,354,17,14,0,3,34,13,24,15,0,6,3,0,40,15,149,8.1%,49.6%,(0.0%),(58.2%),(17.6%),(76.5%),(7.7%),(87.5%),,8,3,0,355,9,20,6,2,27,14,21,27,1,0,2,0,37,12,155,5.2%,50.4%,(12.5%),(65.4%),(11.1%),(66.7%),(21.4%),(90.5%)
85,16,0615,長野,2-3,A,佐久,晴,,いわてグルージャ盛岡,2014,mori,,7,3,1,439,15,13,1,3,29,6,16,28,4,3,1,0,33,14,134,5.2%,53.1%,(42.9%),(69.5%),(20.0%),(62.1%),(50.0%),(68.8%),,12,5,0,361,15,14,3,7,28,6,18,26,8,1,1,0,27,16,134,9.0%,46.9%,(16.7%),(60.1%),(26.7%),(67.9%),(66.7%),(77.8%)
86,17,0622,J-22,3-1,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,15,6,0,323,15,8,2,4,19,13,24,15,10,1,0,0,34,18,133,11.3%,35.2%,(20.0%),(61.9%),(26.7%),(42.1%),(46.2%),(75.0%),,9,2,0,784,7,9,1,4,25,8,18,19,2,2,1,0,37,8,129,7.0%,64.8%,(11.1%),(80.7%),(0.0%),(100.0%),(62.5%),(66.7%)
87,18,0720,藤枝,1-0,A,藤枝サ,曇,,いわてグルージャ盛岡,2014,mori,,7,1,0,549,16,5,3,2,37,14,21,24,2,2,2,0,21,7,152,4.6%,61.5%,(0.0%),(70.3%),(0.0%),(94.6%),(42.9%),(85.7%),,25,5,0,292,21,13,2,7,31,17,35,17,2,2,1,0,37,13,150,16.7%,38.5%,(4.0%),(53.1%),(33.3%),(67.7%),(52.9%),(65.7%)
88,19,0727,YS横浜,1-1,H,盛岡南,晴時々曇,,いわてグルージャ盛岡,2014,mori,,17,5,0,346,29,16,1,4,33,16,12,22,3,0,3,0,56,20,137,12.4%,46.3%,(5.9%),(64.5%),(20.7%),(63.6%),(37.5%),(91.7%),,10,4,1,397,8,12,0,6,26,9,21,47,0,1,2,0,24,8,131,7.6%,53.7%,(10.0%),(72.3%),(0.0%),(84.6%),(44.4%),(76.2%)
89,20,0803,琉球,2-1,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,11,5,0,170,6,10,4,2,18,6,14,24,5,0,1,0,17,11,95,11.6%,24.3%,(18.2%),(58.8%),(66.7%),(38.9%),(33.3%),(57.1%),,15,3,0,793,26,13,0,7,16,17,7,9,2,3,4,0,78,17,97,15.5%,75.7%,(6.7%),(87.4%),(11.5%),(100.0%),(47.1%),(85.7%)
90,21,0810,相模原,0-0,A,ギオンス,曇,,いわてグルージャ盛岡,2014,mori,,4,0,0,365,13,6,1,3,40,6,20,15,3,2,0,0,19,3,146,2.7%,54.1%,(0.0%),(59.7%),(7.7%),(70.0%),(33.3%),(75.0%),,11,3,0,251,15,13,3,2,42,14,25,16,3,0,0,0,18,10,156,7.1%,45.9%,(0.0%),(44.6%),(13.3%),(45.2%),(71.4%),(68.0%)
91,25,0817,J-22,2-1,H,盛岡南,雨,,いわてグルージャ盛岡,2014,mori,,20,9,0,371,22,11,1,8,25,10,29,12,5,1,1,0,43,14,140,14.3%,42.9%,(10.0%),(65.5%),(22.7%),(76.0%),(70.0%),(89.7%),,13,5,0,587,6,13,1,1,26,7,20,14,4,1,3,0,31,10,140,9.3%,57.1%,(7.7%),(81.1%),(66.7%),(84.6%),(42.9%),(80.0%)
92,22,0824,鳥取,0-1,A,チュスタ,雨,,いわてグルージャ盛岡,2014,mori,,14,4,0,470,16,12,2,3,23,13,20,36,6,3,3,1,48,15,132,10.6%,55%,(7.1%),(74.7%),(25.0%),(95.7%),(38.5%),(80.0%),,14,2,0,353,15,10,3,7,20,11,27,32,4,1,1,0,29,13,149,9.4%,45%,(0.0%),(66.0%),(6.7%),(70.0%),(63.6%),(77.8%)
93,23,0831,金沢,0-2,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,11,3,0,265,16,13,1,2,23,13,19,39,1,2,1,0,33,13,122,9.0%,43.3%,(0.0%),(60.4%),(6.3%),(73.9%),(23.1%),(73.7%),,12,3,0,456,27,17,2,8,33,13,13,16,1,1,4,0,46,20,131,9.2%,56.7%,(16.7%),(71.3%),(18.5%),(90.9%),(53.8%),(76.9%)
94,24,0905,YS横浜,0-0,A,三ツ沢陸,晴,,いわてグルージャ盛岡,2014,mori,,6,0,0,428,9,12,1,11,17,13,16,30,1,4,2,0,22,8,125,4.8%,53.8%,(0.0%),(72.2%),(22.2%),(100.0%),(38.5%),(93.8%),,23,4,0,326,17,17,5,10,20,11,14,16,1,0,4,0,40,23,124,18.5%,46.2%,(0.0%),(66.6%),(29.4%),(55.0%),(45.5%),(71.4%)
95,26,0921,福島,1-0,A,いわきグ,晴,,いわてグルージャ盛岡,2014,mori,,17,1,0,515,12,10,1,3,24,12,27,32,0,1,4,0,25,7,124,13.7%,61.4%,(0.0%),(77.7%),(16.7%),(87.5%),(41.7%),(85.2%),,25,9,0,261,13,13,1,11,28,12,34,20,5,1,0,0,31,18,135,18.5%,38.6%,(4.0%),(59.4%),(30.8%),(64.3%),(58.3%),(85.3%)
96,27,1005,藤枝,0-2,H,盛岡南,曇,,いわてグルージャ盛岡,2014,mori,,16,4,0,426,10,16,4,3,24,9,29,17,3,3,0,0,43,15,153,10.5%,46.5%,(0.0%),(62.0%),(30.0%),(62.5%),(77.8%),(82.8%),,12,5,0,462,16,9,3,5,35,20,14,20,3,4,1,0,31,12,162,7.4%,53.5%,(16.7%),(66.0%),(18.8%),(71.4%),(45.0%),(71.4%)
97,29,1019,町田,1-1,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,11,2,0,225,6,12,5,2,19,10,30,35,3,1,0,0,17,4,130,8.5%,35.4%,(9.1%),(51.1%),(33.3%),(57.9%),(30.0%),(76.7%),,17,8,1,629,33,15,1,3,29,15,23,18,0,5,3,0,64,15,146,11.6%,64.6%,(5.9%),(78.4%),(12.1%),(96.6%),(60.0%),(82.6%)
98,28,1025,琉球,1-1,A,沖縄市陸,晴,,いわてグルージャ盛岡,2014,mori,,12,4,0,793,23,9,0,6,25,16,16,17,2,4,1,0,59,13,112,10.7%,68.5%,(8.3%),(86.4%),(4.3%),(100.0%),(50.0%),(68.8%),,9,2,0,321,13,8,4,2,19,11,24,24,4,0,0,0,34,8,100,9.0%,31.5%,(11.1%),(73.5%),(15.4%),(68.4%),(45.5%),(58.3%)
99,30,1102,秋田,3-1,A,Ａ‐スタ,曇のち雨,,いわてグルージャ盛岡,2014,mori,,19,4,0,720,25,14,0,6,29,16,21,9,1,3,2,0,45,18,131,14.5%,59.4%,(5.3%),(83.1%),(24.0%),(86.2%),(68.8%),(90.5%),,12,6,0,379,9,6,5,3,13,8,22,46,3,0,2,0,32,8,113,10.6%,40.6%,(25.0%),(75.5%),(33.3%),(76.9%),(50.0%),(72.7%)
100,31,1109,相模原,0-3,H,盛岡南,曇,,いわてグルージャ盛岡,2014,mori,,12,3,0,467,14,10,5,2,24,14,18,20,1,2,1,0,32,13,128,9.4%,49.1%,(0.0%),(75.8%),(35.7%),(75.0%),(57.1%),(88.9%),,17,7,1,482,19,10,2,5,19,17,24,20,5,5,1,0,37,11,130,13.1%,50.9%,(17.6%),(78.0%),(31.6%),(89.5%),(41.2%),(79.2%)
101,32,1116,長野,0-3,A,長野,晴,,いわてグルージャ盛岡,2014,mori,,20,7,0,469,15,4,1,6,24,19,22,21,2,5,1,0,36,14,132,15.2%,51.2%,(15.0%),(73.6%),(26.7%),(66.7%),(31.6%),(77.3%),,7,1,0,426,9,12,5,1,33,11,25,36,2,1,1,0,30,6,136,5.1%,48.8%,(0.0%),(72.1%),(11.1%),(75.8%),(27.3%),(80.0%)
102,33,1123,鳥取,1-1,H,盛岡南,晴,,いわてグルージャ盛岡,2014,mori,,14,3,0,267,16,12,1,3,15,15,18,28,6,3,1,0,32,16,111,12.6%,33.2%,(7.1%),(62.9%),(37.5%),(86.7%),(46.7%),(83.3%),,12,4,0,732,19,9,3,5,39,11,20,14,0,1,2,0,45,15,128,9.4%,66.8%,(8.3%),(81.3%),(26.3%),(94.9%),(54.5%),(80.0%)
103,2,0322,福島,0-1,A,とうスタ,晴,,いわてグルージャ盛岡,2015,mori,,9,3,0,483,18,11,3,5,29,17,18,43,1,0,1,0,24,8,134,6.7%,54.5%,(11.1%),(73.9%),(22.2%),(72.4%),(35.3%),(66.7%),,7,3,0,371,21,12,0,1,58,9,27,15,5,3,0,0,34,10,153,4.6%,45.5%,(0.0%),(58.2%),(23.8%),(74.1%),(33.3%),(66.7%)
104,3,0329,富山,0-0,H,盛岡南,曇時々晴,,いわてグルージャ盛岡,2015,mori,,18,7,0,389,17,12,2,6,38,25,21,18,4,1,0,0,42,19,154,11.7%,48.6%,(0.0%),(61.7%),(17.6%),(57.9%),(64.0%),(81.0%),,7,0,0,445,14,14,2,1,32,15,24,28,0,2,5,0,33,11,152,4.6%,51.4%,(0.0%),(66.3%),(28.6%),(96.9%),(40.0%),(66.7%)
105,4,0405,相模原,1-1,A,ギオンス,曇,,いわてグルージャ盛岡,2015,mori,,16,3,0,474,16,7,4,8,25,14,22,25,6,4,2,0,32,15,140,11.4%,50.1%,(6.3%),(69.6%),(31.3%),(84.0%),(21.4%),(68.2%),,10,4,0,438,17,12,5,6,32,12,31,18,3,4,1,0,33,14,148,6.8%,49.9%,(10.0%),(68.0%),(5.9%),(62.5%),(50.0%),(77.4%)
106,5,0412,J-22,1-2,H,盛岡南,晴,,いわてグルージャ盛岡,2015,mori,,13,4,0,474,18,9,2,6,35,17,38,9,7,1,1,0,42,15,175,7.4%,47.6%,(7.7%),(67.3%),(33.3%),(57.1%),(58.8%),(89.5%),,9,5,0,549,7,9,1,3,31,11,24,36,5,2,1,0,30,12,155,5.8%,52.4%,(22.2%),(73.2%),(0.0%),(80.6%),(27.3%),(75.0%)
107,6,0419,YS横浜,2-2,H,盛岡南,曇,,いわてグルージャ盛岡,2015,mori,,18,7,0,322,24,13,5,6,30,20,23,26,3,0,0,0,44,23,138,13.0%,39.6%,(11.1%),(61.2%),(25.0%),(70.0%),(55.0%),(78.3%),,8,2,0,615,7,10,0,3,25,4,18,31,1,5,2,0,35,6,132,6.1%,60.4%,(25.0%),(77.9%),(0.0%),(100.0%),(75.0%),(83.3%)
108,7,0426,琉球,1-3,A,沖縄県陸,晴,,いわてグルージャ盛岡,2015,mori,,10,5,0,412,9,10,1,2,15,7,23,41,2,2,3,0,22,9,117,8.5%,49%,(30.0%),(74.3%),(33.3%),(86.7%),(57.1%),(78.3%),,16,7,1,465,22,13,2,9,43,15,15,10,1,0,3,0,49,14,141,11.3%,51%,(6.3%),(75.3%),(22.7%),(69.8%),(53.3%),(86.7%)
109,8,0429,町田,0-0,H,盛岡南,晴,,いわてグルージャ盛岡,2015,mori,,9,4,0,167,5,11,4,6,27,14,33,31,5,1,1,0,19,8,125,7.2%,36%,(0.0%),(45.5%),(20.0%),(22.2%),(28.6%),(57.6%),,10,1,0,461,25,16,0,9,30,11,28,17,0,4,1,0,35,10,136,7.4%,64%,(0.0%),(71.8%),(12.0%),(96.7%),(45.5%),(78.6%)
110,9,0503,秋田,0-1,A,Ａ‐スタ,晴,,いわてグルージャ盛岡,2015,mori,,12,5,1,738,13,10,0,2,19,5,16,17,0,1,2,0,36,7,130,9.2%,66.6%,(8.3%),(82.5%),(15.4%),(84.2%),(60.0%),(68.8%),,9,2,0,298,13,10,1,0,23,8,12,27,1,0,2,0,32,7,121,7.4%,33.4%,(0.0%),(61.1%),(15.4%),(56.5%),(100.0%),(75.0%)
111,10,0506,鳥取,0-1,H,盛岡南,晴,,いわてグルージャ盛岡,2015,mori,,15,4,0,458,24,13,3,5,33,16,24,14,1,1,0,0,34,18,151,9.9%,52.3%,(0.0%),(64.4%),(33.3%),(75.8%),(68.8%),(75.0%),,8,3,0,404,5,13,1,3,25,10,21,41,3,3,1,0,25,5,139,5.8%,47.7%,(12.5%),(66.8%),(20.0%),(52.0%),(40.0%),(71.4%)
112,11,0510,長野,0-2,H,盛岡南,晴時々曇,,いわてグルージャ盛岡,2015,mori,,10,0,0,434,29,7,2,7,55,12,17,19,4,1,0,0,25,6,150,6.7%,48.4%,(0.0%),(65.9%),(10.3%),(74.5%),(41.7%),(70.6%),,11,5,0,467,12,11,1,3,31,14,27,44,6,2,0,0,29,13,139,7.9%,51.6%,(18.2%),(72.8%),(41.7%),(64.5%),(57.1%),(70.4%)
113,12,0517,山口,0-4,A,維新公園,晴,,いわてグルージャ盛岡,2015,mori,,15,7,0,553,9,10,2,5,20,7,37,35,7,5,2,0,29,8,131,11.5%,52.2%,(26.7%),(79.0%),(11.1%),(95.0%),(42.9%),(73.0%),,15,1,0,423,12,14,6,5,24,17,21,17,6,1,2,0,32,14,149,10.1%,47.8%,(0.0%),(71.9%),(33.3%),(70.8%),(52.9%),(76.2%)
114,13,0524,藤枝,2-0,H,盛岡南,晴,,いわてグルージャ盛岡,2015,mori,,20,8,0,285,12,8,3,6,38,20,34,22,2,9,1,0,38,16,146,13.7%,37.4%,(10.0%),(56.8%),(25.0%),(76.3%),(60.0%),(61.8%),,5,2,0,614,12,5,9,1,38,13,29,17,1,3,4,1,33,8,153,3.3%,62.6%,(0.0%),(74.8%),(25.0%),(94.7%),(53.8%),(86.2%)
115,14,0531,琉球,2-1,H,盛岡南,晴時々曇,,いわてグルージャ盛岡,2015,mori,,13,6,0,309,13,14,2,4,16,12,17,20,2,0,2,0,25,7,111,11.7%,33%,(15.4%),(67.6%),(15.4%),(68.8%),(50.0%),(88.2%),,10,3,0,777,21,9,0,3,35,17,18,10,1,1,0,0,49,16,112,8.9%,67%,(10.0%),(84.0%),(42.9%),(82.9%),(70.6%),(61.1%)
116,15,0607,福島,1-1,A,とうスタ,晴,,いわてグルージャ盛岡,2015,mori,,11,1,0,434,10,14,0,6,26,13,32,28,1,4,1,0,30,6,135,8.1%,55.3%,(9.1%),(70.3%),(10.0%),(65.4%),(30.8%),(90.6%),,4,2,0,304,7,19,4,1,50,13,26,29,2,0,3,0,21,9,150,2.7%,44.7%,(25.0%),(60.9%),(14.3%),(74.0%),(30.8%),(76.9%)
117,16,0614,相模原,2-3,H,盛岡南,晴時々曇一時雨,,いわてグルージャ盛岡,2015,mori,,15,6,0,369,14,13,4,4,19,11,26,23,5,0,2,0,29,11,134,11.2%,45.9%,(13.3%),(66.4%),(28.6%),(78.9%),(72.7%),(76.9%),,16,6,1,530,18,13,0,8,24,19,31,15,5,4,3,2,36,17,138,11.6%,54.1%,(18.8%),(74.9%),(16.7%),(87.5%),(52.6%),(67.7%)
118,17,0621,長野,1-0,A,南長野,雨,,いわてグルージャ盛岡,2015,mori,,9,2,0,423,18,9,3,5,37,10,20,25,2,4,1,0,34,8,146,6.2%,54.7%,(0.0%),(62.9%),(16.7%),(73.0%),(50.0%),(55.0%),,11,3,0,297,13,19,4,5,33,5,18,26,3,1,0,0,38,10,147,7.5%,45.3%,(9.1%),(50.2%),(30.8%),(60.6%),(40.0%),(77.8%)
