,年月日,節,大会,H_Team,スコア,A_Team,スタジアム
11204,20040619,１４,Ｊ１ １ｓｔ,Ｆ東京,3-2,名古屋,味スタ
11205,20040717,５,ＹＮＣ 予選Ｄグループ,神戸,1-2,Ｆ東京,神戸ウイ
11206,20040718,0,サテライトリーグ Ｂグループ,Ｆ東京,1-1,新潟,夢の島
11207,20040814,１,Ｊ１ ２ｎｄ,Ｃ大阪,4-3,Ｆ東京,長居
11208,20040821,２,Ｊ１ ２ｎｄ,Ｆ東京,1-2,清水,味スタ
11209,20040829,３,Ｊ１ ２ｎｄ,東京Ｖ,0-1,Ｆ東京,国立
11210,20040904,0,ＹＮＣ 決勝トーナメント,Ｆ東京,4-1,Ｇ大阪,国立
11211,20040911,４,Ｊ１ ２ｎｄ,Ｆ東京,3-1,神戸,味スタ
11212,20041002,８,Ｊ１ ２ｎｄ,名古屋,1-1,Ｆ東京,豊田ス
11213,20041013,0,ＹＮＣ 決勝トーナメント,Ｆ東京,4-3,東京Ｖ,味スタ
11214,20041017,９,Ｊ１ ２ｎｄ,Ｆ東京,0-0,磐田,国立
11215,20041023,１０,Ｊ１ ２ｎｄ,横浜FM,2-1,Ｆ東京,横浜国
11216,20041031,１１,Ｊ１ ２ｎｄ,広島,1-1,Ｆ東京,広島ビ
11217,20041106,１２,Ｊ１ ２ｎｄ,Ｆ東京,1-1,大分,味スタ
11218,20041120,１３,Ｊ１ ２ｎｄ,新潟,4-2,Ｆ東京,新潟ス
11219,20041128,１５,Ｊ１ ２ｎｄ,Ｇ大阪,1-2,Ｆ東京,万博
11220,20050305,１,Ｊ１,Ｆ東京,4-0,新潟,味スタ
11221,20050312,２,Ｊ１,広島,0-0,Ｆ東京,広島ビ
11222,20050326,２,ＹＮＣ 予選Ｃグループ,Ｆ東京,0-0,大分,味スタ
11223,20050327,0,サテライトリーグ Ａグループ,Ｆ東京,3-3,横浜FM,上柚木
11224,20050402,３,Ｊ１,神戸,1-2,Ｆ東京,神戸ウイ
11225,20050410,４,Ｊ１,Ｆ東京,1-0,磐田,味スタ
11226,20050413,５,Ｊ１,名古屋,1-0,Ｆ東京,瑞穂陸
11227,20050423,７,Ｊ１,Ｇ大阪,5-3,Ｆ東京,万博
11228,20050501,９,Ｊ１,大分,2-1,Ｆ東京,大分ス
11229,20050528,４,ＹＮＣ 予選Ｃグループ,大分,0-2,Ｆ東京,大分ス
11230,20050702,１３,Ｊ１,Ｆ東京,2-2,Ｃ大阪,味スタ
11231,20050706,１４,Ｊ１,川崎Ｆ,0-0,Ｆ東京,等々力
11232,20050709,１５,Ｊ１,Ｆ東京,0-0,東京Ｖ,味スタ
11233,20050713,１６,Ｊ１,清水,0-1,Ｆ東京,日本平
11234,20050717,１７,Ｊ１,Ｆ東京,4-0,横浜FM,味スタ
11235,20050723,１８,Ｊ１,Ｆ東京,1-1,神戸,国立
11236,20050824,２０,Ｊ１,Ｆ東京,1-1,名古屋,味スタ
11237,20050827,２１,Ｊ１,磐田,1-1,Ｆ東京,ヤマハ
11238,20050910,２３,Ｊ１,Ｆ東京,1-0,清水,国立
11239,20050917,２４,Ｊ１,横浜FM,0-0,Ｆ東京,日産ス
11240,20050925,２５,Ｊ１,Ｆ東京,0-0,大分,味スタ
11241,20051015,２７,Ｊ１,Ｆ東京,2-2,広島,味スタ
11242,20051022,２８,Ｊ１,東京Ｖ,1-2,Ｆ東京,味スタ
11243,20051030,２９,Ｊ１,Ｆ東京,2-1,Ｇ大阪,味スタ
11244,20051123,３２,Ｊ１,新潟,0-1,Ｆ東京,新潟ス
11245,20051126,３３,Ｊ１,Ｆ東京,1-1,川崎Ｆ,味スタ
11246,20051127,0,サテライトリーグ Ａグループ,横浜FM,3-1,Ｆ東京,戸塚Ｇ
11247,20051203,３４,Ｊ１,Ｃ大阪,2-2,Ｆ東京,長居
11248,20060305,１,Ｊ１,Ｆ東京,2-0,大分,味スタ
11249,20060311,２,Ｊ１,新潟,2-0,Ｆ東京,新潟ス
11250,20060318,３,Ｊ１,Ｆ東京,0-1,清水,味スタ
11251,20060321,４,Ｊ１,川崎Ｆ,2-2,Ｆ東京,等々力
11252,20060326,５,Ｊ１,Ｆ東京,2-1,京都,味スタ
11253,20060401,６,Ｊ１,横浜FM,1-1,Ｆ東京,日産ス
11254,20060408,７,Ｊ１,Ｆ東京,3-1,磐田,味スタ
11255,20060412,0,ＹＮＣ 予選Ａグループ,横浜FM,2-0,Ｆ東京,三ツ沢
11256,20060416,0,サテライトリーグ Ｂグループ,Ｆ東京,2-4,新潟,江戸川
11257,20060422,９,Ｊ１,Ｇ大阪,1-0,Ｆ東京,万博
11258,20060426,0,ＹＮＣ 予選Ａグループ,Ｆ東京,1-2,横浜FM,味スタ
11259,20060429,１０,Ｊ１,Ｆ東京,2-1,名古屋,味スタ
11260,20060503,１１,Ｊ１,甲府,1-3,Ｆ東京,小瀬
11261,20060514,0,ＹＮＣ 予選Ａグループ,Ｆ東京,0-1,福岡,味スタ
11262,20060521,0,ＹＮＣ 予選Ａグループ,福岡,0-0,Ｆ東京,博多球
11263,20060719,１３,Ｊ１,福岡,0-0,Ｆ東京,博多球
11264,20060726,１５,Ｊ１,Ｃ大阪,1-5,Ｆ東京,長居
11265,20060729,１６,Ｊ１,Ｆ東京,0-2,広島,味スタ
11266,20060823,１９,Ｊ１,Ｆ東京,5-1,福岡,国立
11267,20060826,２０,Ｊ１,清水,2-0,Ｆ東京,日本平
11268,20060830,２１,Ｊ１,Ｆ東京,2-3,Ｃ大阪,国立
11269,20060909,２２,Ｊ１,Ｆ東京,1-3,甲府,味スタ
11270,20060916,２３,Ｊ１,京都,1-0,Ｆ東京,西京極
11271,20060917,0,サテライトリーグ Ｂグループ,新潟,1-2,Ｆ東京,新潟陸
11272,20060930,２５,Ｊ１,Ｆ東京,1-4,新潟,味スタ
11273,20061007,２６,Ｊ１,名古屋,1-2,Ｆ東京,瑞穂陸
11274,20061015,２７,Ｊ１,広島,5-2,Ｆ東京,広島ビ
11275,20061022,２８,Ｊ１,Ｆ東京,3-2,Ｇ大阪,味スタ
11276,20061111,３０,Ｊ１,Ｆ東京,5-4,川崎Ｆ,味スタ
11277,20061118,３１,Ｊ１,磐田,4-1,Ｆ東京,ヤマハ
11278,20061123,３２,Ｊ１,Ｆ東京,1-2,横浜FM,味スタ
11279,20061202,３４,Ｊ１,大分,0-1,Ｆ東京,九石ド
11280,20070303,１,Ｊ１,Ｆ東京,2-4,広島,味スタ
11281,20070318,３,Ｊ１,Ｆ東京,0-1,磐田,味スタ
11282,20070321,１,ＹＮＣ 予選Ｃグループ,磐田,2-2,Ｆ東京,ヤマハ
11283,20070325,２,ＹＮＣ 予選Ｃグループ,Ｆ東京,0-2,大分,味スタ
11284,20070404,３,ＹＮＣ 予選Ｃグループ,大分,0-1,Ｆ東京,九石ド
11285,20070407,５,Ｊ１,Ｆ東京,1-3,新潟,味スタ
11286,20070411,４,ＹＮＣ 予選Ｃグループ,Ｆ東京,2-1,磐田,国立
11287,20070415,６,Ｊ１,大分,0-0,Ｆ東京,九石ド
11288,20070421,７,Ｊ１,Ｆ東京,1-0,横浜FC,味スタ
11289,20070428,８,Ｊ１,神戸,0-0,Ｆ東京,ホムスタ
11290,20070506,１０,Ｊ１,川崎Ｆ,5-2,Ｆ東京,等々力
11291,20070509,５,ＹＮＣ 予選Ｃグループ,Ｆ東京,0-1,横浜FC,国立
11292,20070520,１２,Ｊ１,横浜FM,0-1,Ｆ東京,日産ス
11293,20070523,６,ＹＮＣ 予選Ｃグループ,横浜FC,1-2,Ｆ東京,三ツ沢
11294,20070526,１３,Ｊ１,Ｆ東京,0-1,名古屋,味スタ
11295,20070610,１４,Ｊ１,清水,1-3,Ｆ東京,日本平
11296,20070620,１６,Ｊ１,Ｆ東京,2-1,甲府,味スタ
11297,20070623,１７,Ｊ１,Ｇ大阪,6-2,Ｆ東京,万博
11298,20070708,0,ＹＮＣ 決勝トーナメント,横浜FM,0-1,Ｆ東京,三ツ沢
11299,20070714,0,ＹＮＣ 決勝トーナメント,Ｆ東京,2-4,横浜FM,味スタ
11300,20070811,１９,Ｊ１,Ｆ東京,1-2,大分,味スタ
11301,20070815,２０,Ｊ１,磐田,5-2,Ｆ東京,ヤマハ
11302,20070819,0,サテライトリーグ Ｂグループ,Ｆ東京,2-2,横浜FC,夢の島
11303,20070829,２３,Ｊ１,広島,0-5,Ｆ東京,広島ビ
11304,20070901,２４,Ｊ１,Ｆ東京,3-1,神戸,国立
11305,20070909,0,サテライトリーグ Ｂグループ,Ｆ東京,1-2,横浜FM,江戸川
11306,20070915,２５,Ｊ１,横浜FC,0-2,Ｆ東京,国立
11307,20070923,２６,Ｊ１,Ｆ東京,2-0,清水,味スタ
11308,20071006,２８,Ｊ１,Ｆ東京,2-1,横浜FM,味スタ
11309,20071014,0,サテライトリーグ Ｂグループ,横浜FM,1-1,Ｆ東京,ＭＭ２１
11310,20071021,２９,Ｊ１,名古屋,0-1,Ｆ東京,豊田ス
11311,20071028,３０,Ｊ１,Ｆ東京,0-7,川崎Ｆ,味スタ
11312,20071110,３１,Ｊ１,新潟,2-1,Ｆ東京,東北電ス
11313,20071111,0,サテライトリーグ Ｂグループ,横浜FC,3-4,Ｆ東京,戸塚Ｇ
11314,20071118,３２,Ｊ１,Ｆ東京,1-1,Ｇ大阪,味スタ
11315,20071201,３４,Ｊ１,甲府,0-1,Ｆ東京,小瀬
11316,20080308,１,Ｊ１,Ｆ東京,1-1,神戸,味スタ
11317,20080315,２,Ｊ１,新潟,2-3,Ｆ東京,東北電ス
11318,20080320,１,ＹＮＣ 予選Ｂグループ,清水,3-1,Ｆ東京,日本平
11319,20080323,２,ＹＮＣ 予選Ｂグループ,磐田,0-2,Ｆ東京,ヤマハ
11320,20080330,３,Ｊ１,Ｆ東京,3-3,京都,味スタ
11321,20080402,４,Ｊ１,横浜FM,3-0,Ｆ東京,ニッパ球
11322,20080412,６,Ｊ１,東京Ｖ,1-2,Ｆ東京,味スタ
11323,20080416,３,ＹＮＣ 予選Ｂグループ,Ｆ東京,1-1,磐田,味スタ
11324,20080419,７,Ｊ１,Ｆ東京,4-2,川崎Ｆ,味スタ
11325,20080426,８,Ｊ１,清水,1-0,Ｆ東京,日本平
11326,20080429,９,Ｊ１,Ｆ東京,1-0,大分,味スタ
11327,20080506,１１,Ｊ１,Ｆ東京,0-1,名古屋,味スタ
11328,20080517,１３,Ｊ１,磐田,1-2,Ｆ東京,ヤマハ
11329,20080525,４,ＹＮＣ 予選Ｂグループ,Ｆ東京,3-0,東京Ｖ,味スタ
11330,20080531,５,ＹＮＣ 予選Ｂグループ,Ｆ東京,1-1,清水,松本
11331,20080608,６,ＹＮＣ 予選Ｂグループ,東京Ｖ,2-4,Ｆ東京,国立
11332,20080702,0,ＹＮＣ 決勝トーナメント,Ｆ東京,1-2,大分,味スタ
11333,20080716,１７,Ｊ１,Ｆ東京,1-1,Ｇ大阪,国立
11334,20080721,１８,Ｊ１,京都,1-1,Ｆ東京,西京極
11335,20080726,１９,Ｊ１,Ｆ東京,1-1,横浜FM,味スタ
11336,20080806,0,ＹＮＣ 決勝トーナメント,大分,1-1,Ｆ東京,九石ド
11337,20080809,２０,Ｊ１,名古屋,0-1,Ｆ東京,瑞穂陸
11338,20080823,２２,Ｊ１,Ｆ東京,1-2,東京Ｖ,国立
11339,20080920,２５,Ｊ１,川崎Ｆ,0-1,Ｆ東京,等々力
11340,20080923,２６,Ｊ１,Ｆ東京,5-1,磐田,味スタ
11341,20081004,２８,Ｊ１,Ｆ東京,1-5,清水,味スタ
11342,20081018,２９,Ｊ１,大分,1-0,Ｆ東京,九石ド
11343,20081108,３１,Ｊ１,Ｇ大阪,1-3,Ｆ東京,万博
11344,20081123,３２,Ｊ１,神戸,1-1,Ｆ東京,ホムスタ
11345,20081130,３３,Ｊ１,Ｆ東京,1-0,新潟,味スタ
11346,20090307,１,Ｊ１,Ｆ東京,1-4,新潟,味スタ
11347,20090329,２,ＹＮＣ 予選Ｂグループ,Ｆ東京,1-0,神戸,味スタ
11348,20090404,４,Ｊ１,磐田,0-1,Ｆ東京,ヤマハ
11349,20090405,0,サテライトリーグ Ｃグループ,湘南,1-1,Ｆ東京,平塚
11350,20090425,７,Ｊ１,大分,0-1,Ｆ東京,九石ド
11351,20090429,８,Ｊ１,Ｇ大阪,4-2,Ｆ東京,万博
11352,20090505,１０,Ｊ１,広島,2-0,Ｆ東京,広島ビ
11353,20090509,１１,Ｊ１,Ｆ東京,0-0,京都,味スタ
11354,20090516,１２,Ｊ１,横浜FM,0-1,Ｆ東京,日産ス
11355,20090524,１３,Ｊ１,Ｆ東京,2-3,川崎Ｆ,味スタ
11356,20090530,４,ＹＮＣ 予選Ｂグループ,京都,1-1,Ｆ東京,西京極
11357,20090613,７,ＹＮＣ 予選Ｂグループ,Ｆ東京,3-1,清水,駒沢
11358,20090627,１５,Ｊ１,Ｆ東京,2-1,清水,国立
11359,20090704,１６,Ｊ１,神戸,0-2,Ｆ東京,ホムスタ
11360,20090712,１７,Ｊ１,Ｆ東京,3-0,名古屋,味スタ
11361,20090715,0,ＹＮＣ 決勝トーナメント,Ｆ東京,5-1,名古屋,味スタ
11362,20090719,0,サテライトリーグ Ｃグループ,川崎Ｆ,0-2,Ｆ東京,等々力
11363,20090725,１９,Ｊ１,Ｆ東京,0-0,広島,味スタ
11364,20090729,0,ＹＮＣ 決勝トーナメント,名古屋,2-1,Ｆ東京,瑞穂陸
11365,20090801,２０,Ｊ１,川崎Ｆ,2-1,Ｆ東京,等々力
11366,20090802,0,サテライトリーグ Ｃグループ,Ｆ東京,3-1,川崎Ｆ,夢の島
11367,20090816,２１,Ｊ１,Ｆ東京,0-0,横浜FM,味スタ
11368,20090829,２４,Ｊ１,Ｆ東京,2-0,大分,味スタ
11369,20090902,0,ＹＮＣ 決勝トーナメント,清水,2-2,Ｆ東京,アウスタ
11370,20090906,0,ＹＮＣ 決勝トーナメント,Ｆ東京,1-0,清水,味スタ
11371,20090912,２５,Ｊ１,京都,2-1,Ｆ東京,鴨池
11372,20090919,２６,Ｊ１,Ｆ東京,0-0,Ｇ大阪,味スタ
11373,20090926,２７,Ｊ１,Ｆ東京,3-2,磐田,味スタ
11374,20091004,２８,Ｊ１,名古屋,1-2,Ｆ東京,瑞穂陸
11375,20091025,３０,Ｊ１,清水,1-2,Ｆ東京,アウスタ
11376,20091028,0,サテライトリーグ Ｃグループ,Ｆ東京,3-1,湘南,江戸川
11377,20091103,0,ＹＮＣ 決勝トーナメント,Ｆ東京,2-0,川崎Ｆ,国立
11378,20091128,３３,Ｊ１,Ｆ東京,1-0,神戸,味スタ
11379,20091205,３４,Ｊ１,新潟,1-1,Ｆ東京,東北電ス
11380,20100306,１,Ｊ１,Ｆ東京,1-0,横浜FM,味スタ
11381,20100320,３,Ｊ１,Ｆ東京,0-0,Ｃ大阪,味スタ
11382,20100331,１,ＹＮＣ 予選Ａグループ,Ｆ東京,2-2,名古屋,国立
11383,20100404,５,Ｊ１,川崎Ｆ,2-1,Ｆ東京,等々力
11384,20100417,７,Ｊ１,Ｆ東京,1-1,京都,味スタ
11385,20100424,８,Ｊ１,Ｇ大阪,2-0,Ｆ東京,万博
11386,20100501,９,Ｊ１,広島,2-1,Ｆ東京,広島ビ
11387,20100515,１２,Ｊ１,Ｆ東京,2-2,清水,味スタ
11388,20100522,３,ＹＮＣ 予選Ａグループ,Ｆ東京,1-0,新潟,駒沢
11389,20100606,６,ＹＮＣ 予選Ａグループ,Ｆ東京,1-0,京都,味スタ
11390,20100609,７,ＹＮＣ 予選Ａグループ,Ｃ大阪,1-2,Ｆ東京,長居
11391,20100717,１３,Ｊ１,Ｆ東京,2-2,神戸,味スタ
11392,20100725,１４,Ｊ１,湘南,1-3,Ｆ東京,平塚
11393,20100728,１５,Ｊ１,Ｆ東京,1-1,磐田,国立
11394,20100731,１６,Ｊ１,新潟,2-1,Ｆ東京,東北電ス
11395,20100808,１７,Ｊ１,Ｆ東京,0-1,名古屋,味スタ
11396,20100818,１９,Ｊ１,Ｃ大阪,4-1,Ｆ東京,金鳥スタ
11397,20100821,２０,Ｊ１,Ｆ東京,0-2,広島,味スタ
11398,20100828,２１,Ｊ１,神戸,0-0,Ｆ東京,神戸ユ
11399,20100901,0,ＹＮＣ 決勝トーナメント,Ｆ東京,1-1,清水,味スタ
11400,20100908,0,ＹＮＣ 決勝トーナメント,清水,0-0,Ｆ東京,アウスタ
11401,20100918,２３,Ｊ１,磐田,2-1,Ｆ東京,ヤマハ
11402,20101003,２５,Ｊ１,Ｆ東京,3-0,湘南,国立
11403,20101023,２７,Ｊ１,Ｆ東京,1-1,新潟,味スタ
11404,20101030,２８,Ｊ１,清水,1-2,Ｆ東京,アウスタ
11405,20101106,２９,Ｊ１,Ｆ東京,1-1,Ｇ大阪,味スタ
11406,20101114,３０,Ｊ１,横浜FM,1-2,Ｆ東京,日産ス
11407,20101120,３１,Ｊ１,Ｆ東京,1-2,川崎Ｆ,味スタ
11408,20101123,３２,Ｊ１,名古屋,0-1,Ｆ東京,豊田ス
11409,20101204,３４,Ｊ１,京都,2-0,Ｆ東京,西京極
11410,20110305,１,Ｊ２,Ｆ東京,1-0,鳥栖,味スタ
11411,20110504,１０,Ｊ２,東京Ｖ,0-0,Ｆ東京,味スタ
11412,20110508,１１,Ｊ２,Ｆ東京,1-0,富山,味スタ
11413,20110522,１３,Ｊ２,Ｆ東京,1-1,湘南,味スタ
11414,20110528,１４,Ｊ２,京都,1-4,Ｆ東京,西京極
11415,20110605,１５,Ｊ２,Ｆ東京,1-1,愛媛,駒沢
11416,20110612,１６,Ｊ２,熊本,0-1,Ｆ東京,熊本
11417,20110619,１７,Ｊ２,Ｆ東京,1-0,徳島,味スタ
11418,20110629,２,Ｊ２,岡山,0-2,Ｆ東京,カンスタ
11419,20110702,１９,Ｊ２,Ｆ東京,3-0,鳥取,味スタ
11420,20110709,２０,Ｊ２,大分,0-0,Ｆ東京,大銀ド
11421,20110717,２１,Ｊ２,Ｆ東京,4-0,岐阜,味スタ
11422,20110724,２２,Ｊ２,Ｆ東京,5-0,熊本,国立
11423,20110730,２３,Ｊ２,北九州,1-0,Ｆ東京,本城
11424,20110807,３,Ｊ２,岐阜,0-2,Ｆ東京,長良川
11425,20110828,２６,Ｊ２,富山,1-0,Ｆ東京,富山
11426,20110910,２７,Ｊ２,Ｆ東京,6-1,京都,味スタ
11427,20110917,２８,Ｊ２,愛媛,0-5,Ｆ東京,ニンスタ
11428,20110925,２９,Ｊ２,Ｆ東京,3-0,横浜FC,国立
11429,20110928,５,Ｊ２,Ｆ東京,2-0,北九州,味スタ
11430,20111002,３０,Ｊ２,徳島,0-2,Ｆ東京,鳴門大塚
11431,20111016,３１,Ｊ２,Ｆ東京,3-0,岡山,味スタ
11432,20111019,６,Ｊ２,横浜FC,0-1,Ｆ東京,ニッパ球
11433,20111023,３２,Ｊ２,鳥栖,0-0,Ｆ東京,ベアスタ
11434,20111026,７,Ｊ２,Ｆ東京,1-2,大分,国立
11435,20111030,３３,Ｊ２,Ｆ東京,1-1,東京Ｖ,味スタ
11436,20111106,３４,Ｊ２,湘南,1-2,Ｆ東京,平塚
11437,20111119,３６,Ｊ２,鳥取,1-5,Ｆ東京,とりスタ
11438,20120317,２,Ｊ１,Ｆ東京,3-2,名古屋,味スタ
11439,20120324,３,Ｊ１,神戸,0-2,Ｆ東京,ホームズ
11440,20120331,４,Ｊ１,Ｆ東京,0-1,広島,味スタ
11441,20120408,５,Ｊ１,川崎Ｆ,0-1,Ｆ東京,等々力
11442,20120428,８,Ｊ１,Ｆ東京,0-1,清水,味スタ
11443,20120506,１０,Ｊ１,新潟,0-2,Ｆ東京,東北電ス
11444,20120520,１２,Ｊ１,Ｆ東京,3-2,鳥栖,味スタ
11445,20120616,１４,Ｊ１,横浜FM,1-0,Ｆ東京,日産ス
11446,20120623,１５,Ｊ１,Ｆ東京,2-0,Ｃ大阪,味スタ
11447,20120630,１６,Ｊ１,磐田,3-1,Ｆ東京,ヤマハ
11448,20120707,１７,Ｊ１,Ｆ東京,3-2,Ｇ大阪,味スタ
11449,20120714,１８,Ｊ１,鳥栖,1-0,Ｆ東京,ベアスタ
11450,20120728,１９,Ｊ１,Ｆ東京,0-2,新潟,味スタ
11451,20120825,２３,Ｊ１,広島,0-1,Ｆ東京,広島ビ
11452,20120901,２４,Ｊ１,Ｆ東京,3-1,横浜FM,味スタ
11453,20120905,0,ＹＮＣ 決勝トーナメント,Ｆ東京,2-1,清水,味スタ
11454,20120915,２５,Ｊ１,清水,1-1,Ｆ東京,アウスタ
11455,20120922,２６,Ｊ１,Ｆ東京,1-2,川崎Ｆ,味スタ
11456,20120929,２７,Ｊ１,Ｆ東京,2-1,磐田,味スタ
11457,20121013,0,ＹＮＣ 決勝トーナメント,清水,3-0,Ｆ東京,アウスタ
11458,20121020,２９,Ｊ１,Ｃ大阪,1-1,Ｆ東京,金鳥スタ
11459,20121107,３１,Ｊ１,名古屋,1-0,Ｆ東京,瑞穂陸
11460,20121117,３２,Ｊ１,Ｆ東京,0-1,神戸,味スタ
11461,20121124,３３,Ｊ１,Ｇ大阪,2-2,Ｆ東京,万博
11462,20130302,１,Ｊ１,大分,1-2,Ｆ東京,大銀ド
11463,20130316,３,Ｊ１,Ｃ大阪,1-0,Ｆ東京,長居
11464,20130320,１,ＹＮＣ 予選Ｂグループ,Ｆ東京,0-0,鳥栖,駒沢
11465,20130330,４,Ｊ１,横浜FM,3-2,Ｆ東京,日産ス
11466,20130403,３,ＹＮＣ 予選Ｂグループ,Ｆ東京,0-0,名古屋,味スタ
11467,20130410,４,ＹＮＣ 予選Ｂグループ,Ｃ大阪,2-1,Ｆ東京,長居
11468,20130420,７,Ｊ１,Ｆ東京,3-1,名古屋,味スタ
11469,20130424,５,ＹＮＣ 予選Ｂグループ,大分,0-0,Ｆ東京,大銀ド
11470,20130427,８,Ｊ１,Ｆ東京,2-0,川崎Ｆ,味スタ
11471,20130503,９,Ｊ１,鳥栖,2-3,Ｆ東京,ベアスタ
11472,20130506,１０,Ｊ１,Ｆ東京,2-2,磐田,味スタ
11473,20130511,１１,Ｊ１,湘南,3-2,Ｆ東京,ＢＭＷス
11474,20130515,６,ＹＮＣ 予選Ｂグループ,Ｆ東京,2-1,新潟,国立
11475,20130518,１２,Ｊ１,Ｆ東京,2-0,清水,味スタ
11476,20130706,１４,Ｊ１,Ｆ東京,0-1,広島,味スタ
11477,20130713,１６,Ｊ１,新潟,0-3,Ｆ東京,東北電ス
11478,20130717,１７,Ｊ１,Ｆ東京,4-1,甲府,味スタ
11479,20130731,１８,Ｊ１,清水,0-0,Ｆ東京,アイスタ
11480,20130803,１９,Ｊ１,Ｆ東京,2-0,大分,味スタ
