,日付,キックオフ時刻,スタジアム,入場者数,天候,気温,湿度,H_team,H_監督,H_ポジション1,H_選手1,H_ポジション2,H_選手2,H_ポジション3,H_選手3,H_ポジション4,H_選手4,H_ポジション5,H_選手5,H_ポジション6,H_選手6,H_ポジション7,H_選手7,H_ポジション8,H_選手8,H_ポジション9,H_選手9,H_ポジション10,H_選手10,H_ポジション11,H_選手11,A_team,A_監督,A_ポジション1,A_選手1,A_ポジション2,A_選手2,A_ポジション3,A_選手3,A_ポジション4,A_選手4,A_ポジション5,A_選手5,A_ポジション6,A_選手6,A_ポジション7,A_選手7,A_ポジション8,A_選手8,A_ポジション9,A_選手9,A_ポジション10,A_選手10,A_ポジション11,A_選手11,url
19083,2017/02/26,17:03,市立吹田サッカースタジアム,"21,284  人",曇,9.6,35%,ガンバ大阪,長谷川　健太,GK,東口　順昭,DF,オ　ジェソク,DF,三浦　弦太,DF,ファビオ,DF,藤春　廣輝,MF,井手口　陽介,MF,遠藤　保仁,MF,今野　泰幸,MF,倉田　秋,FW,長沢　駿,FW,アデミウソン,ヴァンフォーレ甲府,吉田　達磨,GK,岡　大生,DF,新井　涼平,DF,山本　英臣,DF,新里　亮,MF,松橋　優,MF,兵働　昭弘,MF,小椋　祥平,MF,橋爪　勇樹,FW,ウイルソン,FW,河本　明人,FW,田中　佑昌,https://data.j-league.or.jp/SFMS02/?match_card_id=19083
19084,2017/03/04,14:01,埼玉スタジアム２００２,"43,826  人",晴,13.4,39%,浦和レッズ,ペトロヴィッチ,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,青木　拓矢,MF,阿部　勇樹,MF,宇賀神　友弥,MF,武藤　雄樹,MF,興梠　慎三,FW,ラファエル　シルバ,セレッソ大阪,尹　晶煥,GK,丹野　研太,DF,松田　陸,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,ソウザ,MF,関口　訓充,MF,山口　蛍,MF,丸岡　満,FW,柿谷　曜一朗,FW,杉本　健勇,https://data.j-league.or.jp/SFMS02/?match_card_id=19084
19085,2017/03/04,14:04,山梨中銀スタジアム,"13,199  人",晴,15.5,36%,ヴァンフォーレ甲府,吉田　達磨,GK,岡　大生,DF,新井　涼平,DF,山本　英臣,DF,新里　亮,MF,松橋　優,MF,小椋　祥平,MF,兵働　昭弘,MF,堀米　勇輝,MF,田中　佑昌,MF,橋爪　勇樹,FW,ウイルソン,鹿島アントラーズ,石井　正忠,GK,クォン　スンテ,DF,伊東　幸敏,DF,植田　直通,DF,昌子　源,DF,山本　脩斗,MF,小笠原　満男,MF,レオ　シルバ,MF,遠藤　康,MF,土居　聖真,FW,ペドロ　ジュニオール,FW,金崎　夢生,https://data.j-league.or.jp/SFMS02/?match_card_id=19085
19086,2017/03/04,14:04,エディオンスタジアム広島,"13,489  人",晴,17.0,29%,サンフレッチェ広島,森保　一,GK,林　卓人,DF,塩谷　司,DF,千葉　和彦,DF,水本　裕貴,MF,ミキッチ,MF,森島　司,MF,稲垣　祥,MF,清水　航平,MF,茶島　雄介,MF,フェリペ　シウバ,FW,工藤　壮人,清水エスパルス,小林　伸二,GK,六反　勇治,DF,鎌田　翔雅,DF,犬飼　智也,DF,角田　誠,DF,松原　后,MF,六平　光成,MF,フレイレ,MF,枝村　匠馬,MF,白崎　凌兵,MF,金子　翔太,FW,鄭　大世,https://data.j-league.or.jp/SFMS02/?match_card_id=19086
19087,2017/03/04,15:04,味の素スタジアム,"27,259  人",晴,18.4,35%,ＦＣ東京,篠田　善之,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,丸山　祐市,DF,太田　宏介,MF,橋本　拳人,MF,髙萩　洋次郎,MF,河野　広貴,MF,東　慶悟,MF,永井　謙佑,FW,大久保　嘉人,大宮アルディージャ,渋谷　洋樹,GK,塩田　仁史,DF,奥井　諒,DF,菊地　光将,DF,河本　裕之,DF,大屋　翼,MF,大山　啓輔,MF,茨田　陽生,MF,長谷川　アーリアジャスール,MF,瀬川　祐輔,FW,江坂　任,FW,ネイツ　ペチュニク,https://data.j-league.or.jp/SFMS02/?match_card_id=19087
19088,2017/03/04,15:03,ヤマハスタジアム（磐田）,"14,554  人",晴,17.5,21%,ジュビロ磐田,名波　浩,GK,カミンスキー,DF,大井　健太郎,DF,森下　俊,MF,ムサエフ,MF,太田　吉彰,MF,中村　俊輔,MF,宮崎　智彦,MF,アダイウトン,MF,山本　康裕,MF,川辺　駿,FW,川又　堅碁,ベガルタ仙台,渡邉　晋,GK,関　憲太郎,DF,菅井　直樹,DF,大岩　一貴,DF,平岡　康裕,DF,石川　直樹,MF,富田　晋伍,MF,三田　啓貴,MF,梁　勇基,MF,永戸　勝也,FW,奥埜　博亮,FW,石原　直樹,https://data.j-league.or.jp/SFMS02/?match_card_id=19088
19089,2017/03/04,16:03,ノエビアスタジアム神戸,"25,278  人",晴,13.6,49%,ヴィッセル神戸,ネルシーニョ,GK,キム　スンギュ,DF,高橋　峻希,DF,岩波　拓也,DF,渡部　博文,DF,橋本　和,MF,ニウトン,MF,藤田　直之,MF,松下　佳貴,MF,大森　晃太郎,FW,渡邉　千真,FW,田中　順也,アルビレックス新潟,三浦　文丈,GK,守田　達弥,DF,川口　尚紀,DF,富澤　清太郎,DF,大野　和成,DF,酒井　宣福,MF,原　輝綺,MF,小泉　慶,MF,加藤　大,MF,成岡　翔,FW,山崎　亮平,FW,ホニ,https://data.j-league.or.jp/SFMS02/?match_card_id=19089
19090,2017/03/04,19:03,ニッパツ三ツ沢球技場,"12,740  人",晴,10.6,51%,横浜Ｆ・マリノス,エリク　モンバエルツ,GK,飯倉　大樹,DF,松原　健,DF,中澤　佑二,DF,ミロシュ　デゲネク,DF,新井　一耀,MF,喜田　拓也,MF,天野　純,MF,マルティノス,MF,ダビド　バブンスキー,MF,齋藤　学,FW,富樫　敬真,北海道コンサドーレ札幌,四方田　修平,GK,ク　ソンユン,DF,進藤　亮佑,DF,横山　知伸,DF,福森　晃斗,MF,石井　謙伍,MF,キム　ミンテ,MF,深井　一希,MF,兵藤　慎剛,MF,田中　雄大,FW,都倉　賢,FW,ジュリーニョ,https://data.j-league.or.jp/SFMS02/?match_card_id=19090
19091,2017/03/05,15:03,日立柏サッカー場,"13,649  人",曇,15.1,60%,柏レイソル,下平　隆宏,GK,中村　航輔,DF,鎌田　次郎,DF,中谷　進之介,DF,中山　雄太,DF,輪湖　直樹,MF,伊東　純也,MF,小林　祐介,MF,大谷　秀和,MF,クリスティアーノ,FW,ディエゴ　オリヴェイラ,FW,武富　孝介,ガンバ大阪,長谷川　健太,GK,東口　順昭,DF,三浦　弦太,DF,ファビオ,DF,金　正也,DF,藤春　廣輝,MF,初瀬　亮,MF,遠藤　保仁,MF,今野　泰幸,MF,倉田　秋,FW,アデミウソン,FW,長沢　駿,https://data.j-league.or.jp/SFMS02/?match_card_id=19091
19092,2017/03/05,17:03,等々力陸上競技場,"22,705  人",曇,15.5,51%,川崎フロンターレ,鬼木　達,GK,チョン　ソンリョン,DF,田坂　祐介,DF,谷口　彰悟,DF,車屋　紳太郎,DF,登里　享平,MF,エドゥアルド　ネット,MF,大島　僚太,MF,阿部　浩之,MF,中村　憲剛,FW,大塚　翔平,FW,小林　悠,サガン鳥栖,マッシモ　フィッカデンティ,GK,権田　修一,DF,藤田　優人,DF,キム　ミンヒョク,DF,谷口　博之,DF,吉田　豊,MF,小野　裕二,MF,高橋　義希,MF,福田　晃斗,MF,鎌田　大地,FW,富山　貴光,FW,豊田　陽平,https://data.j-league.or.jp/SFMS02/?match_card_id=19092
19093,2017/03/10,19:03,県立カシマサッカースタジアム,"12,537  人",晴,11.9,42%,鹿島アントラーズ,石井　正忠,GK,クォン　スンテ,DF,伊東　幸敏,DF,植田　直通,DF,昌子　源,DF,山本　脩斗,MF,小笠原　満男,MF,レオ　シルバ,MF,遠藤　康,MF,土居　聖真,FW,金崎　夢生,FW,ペドロ　ジュニオール,横浜Ｆ・マリノス,エリク　モンバエルツ,GK,飯倉　大樹,DF,松原　健,DF,中澤　佑二,DF,ミロシュ　デゲネク,DF,金井　貢史,MF,喜田　拓也,MF,天野　純,MF,前田　直輝,MF,ダビド　バブンスキー,MF,マルティノス,FW,伊藤　翔,https://data.j-league.or.jp/SFMS02/?match_card_id=19093
19094,2017/03/10,19:03,等々力陸上競技場,"18,608  人",晴,11.4,29%,川崎フロンターレ,鬼木　達,GK,チョン　ソンリョン,DF,田坂　祐介,DF,奈良　竜樹,DF,谷口　彰悟,DF,車屋　紳太郎,MF,エドゥアルド　ネット,MF,大島　僚太,MF,中村　憲剛,MF,登里　享平,FW,阿部　浩之,FW,小林　悠,柏レイソル,下平　隆宏,GK,中村　航輔,DF,古賀　太陽,DF,中谷　進之介,DF,中山　雄太,DF,輪湖　直樹,MF,伊東　純也,MF,小林　祐介,MF,大谷　秀和,MF,クリスティアーノ,FW,ディエゴ　オリヴェイラ,FW,武富　孝介,https://data.j-league.or.jp/SFMS02/?match_card_id=19094
19095,2017/03/10,19:33,埼玉スタジアム２００２,"22,711  人",晴,10.7,29%,浦和レッズ,ペトロヴィッチ,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,青木　拓矢,MF,阿部　勇樹,MF,宇賀神　友弥,MF,武藤　雄樹,MF,興梠　慎三,FW,ラファエル　シルバ,ヴァンフォーレ甲府,吉田　達磨,GK,岡　大生,DF,新井　涼平,DF,山本　英臣,DF,新里　亮,MF,松橋　優,MF,小椋　祥平,MF,兵働　昭弘,MF,堀米　勇輝,MF,田中　佑昌,MF,橋爪　勇樹,FW,ウイルソン,https://data.j-league.or.jp/SFMS02/?match_card_id=19095
19096,2017/03/11,15:06,札幌ドーム,"21,760  人",屋内,24.1,45%,北海道コンサドーレ札幌,四方田　修平,GK,ク　ソンユン,DF,横山　知伸,DF,福森　晃斗,MF,キム　ミンテ,MF,石井　謙伍,MF,宮澤　裕樹,MF,深井　一希,MF,兵藤　慎剛,MF,田中　雄大,FW,都倉　賢,FW,ジュリーニョ,セレッソ大阪,尹　晶煥,GK,丹野　研太,DF,松田　陸,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,ソウザ,MF,山口　蛍,MF,山村　和也,MF,清武　弘嗣,FW,柿谷　曜一朗,FW,杉本　健勇,https://data.j-league.or.jp/SFMS02/?match_card_id=19096
19097,2017/03/11,15:04,ＮＡＣＫ５スタジアム大宮,"11,943  人",晴,13.7,20%,大宮アルディージャ,渋谷　洋樹,GK,加藤　順大,DF,奥井　諒,DF,菊地　光将,DF,河本　裕之,DF,大屋　翼,MF,大山　啓輔,MF,茨田　陽生,MF,マテウス,MF,横谷　繁,FW,江坂　任,FW,ネイツ　ペチュニク,ジュビロ磐田,名波　浩,GK,カミンスキー,DF,櫻内　渚,DF,大井　健太郎,DF,藤田　義明,MF,宮崎　智彦,MF,川辺　駿,MF,ムサエフ,MF,太田　吉彰,MF,中村　俊輔,MF,アダイウトン,FW,川又　堅碁,https://data.j-league.or.jp/SFMS02/?match_card_id=19097
19098,2017/03/11,15:05,ベストアメニティスタジアム,"13,004  人",晴,17.0,27%,サガン鳥栖,マッシモ　フィッカデンティ,GK,権田　修一,DF,藤田　優人,DF,キム　ミンヒョク,DF,谷口　博之,DF,吉田　豊,MF,原川　力,MF,高橋　義希,MF,福田　晃斗,MF,鎌田　大地,FW,富山　貴光,FW,豊田　陽平,サンフレッチェ広島,森保　一,GK,林　卓人,DF,塩谷　司,DF,千葉　和彦,DF,水本　裕貴,MF,ミキッチ,MF,丸谷　拓也,MF,青山　敏弘,MF,清水　航平,MF,フェリペ　シウバ,MF,柴﨑　晃誠,FW,工藤　壮人,https://data.j-league.or.jp/SFMS02/?match_card_id=19098
19099,2017/03/11,15:35,デンカビッグスワンスタジアム,"31,014  人",晴,8.1,43%,アルビレックス新潟,三浦　文丈,GK,守田　達弥,DF,矢野　貴章,DF,大野　和成,DF,ソン　ジュフン,DF,酒井　宣福,MF,原　輝綺,MF,小泉　慶,MF,加藤　大,MF,成岡　翔,FW,山崎　亮平,FW,ホニ,清水エスパルス,小林　伸二,GK,六反　勇治,DF,鎌田　翔雅,DF,犬飼　智也,DF,角田　誠,DF,松原　后,MF,六平　光成,MF,野津田　岳人,MF,枝村　匠馬,MF,白崎　凌兵,MF,金子　翔太,FW,鄭　大世,https://data.j-league.or.jp/SFMS02/?match_card_id=19099
19100,2017/03/11,16:05,ユアテックスタジアム仙台,"14,369  人",晴,7.5,37%,ベガルタ仙台,渡邉　晋,GK,関　憲太郎,DF,菅井　直樹,DF,大岩　一貴,DF,平岡　康裕,DF,石川　直樹,MF,富田　晋伍,MF,三田　啓貴,MF,梁　勇基,MF,永戸　勝也,FW,奥埜　博亮,FW,石原　直樹,ヴィッセル神戸,ネルシーニョ,GK,キム　スンギュ,DF,高橋　峻希,DF,岩波　拓也,DF,渡部　博文,DF,橋本　和,MF,藤田　直之,MF,ニウトン,MF,小川　慶治朗,MF,大森　晃太郎,FW,渡邉　千真,FW,田中　順也,https://data.j-league.or.jp/SFMS02/?match_card_id=19100
19101,2017/03/11,19:03,市立吹田サッカースタジアム,"24,292  人",晴,7.7,54%,ガンバ大阪,長谷川　健太,GK,東口　順昭,DF,三浦　弦太,DF,ファビオ,DF,金　正也,DF,藤春　廣輝,MF,初瀬　亮,MF,遠藤　保仁,MF,今野　泰幸,MF,倉田　秋,FW,アデミウソン,FW,長沢　駿,ＦＣ東京,篠田　善之,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,丸山　祐市,DF,太田　宏介,MF,髙萩　洋次郎,MF,橋本　拳人,MF,河野　広貴,MF,東　慶悟,MF,永井　謙佑,FW,大久保　嘉人,https://data.j-league.or.jp/SFMS02/?match_card_id=19101
19102,2017/03/18,14:03,札幌ドーム,"12,624  人",屋内,22.7,38%,北海道コンサドーレ札幌,四方田　修平,GK,ク　ソンユン,DF,キム　ミンテ,DF,横山　知伸,DF,福森　晃斗,MF,マセード,MF,宮澤　裕樹,MF,深井　一希,MF,兵藤　慎剛,MF,田中　雄大,FW,金園　英学,FW,都倉　賢,サンフレッチェ広島,森保　一,GK,林　卓人,DF,塩谷　司,DF,千葉　和彦,DF,水本　裕貴,MF,ミキッチ,MF,稲垣　祥,MF,青山　敏弘,MF,清水　航平,MF,フェリペ　シウバ,MF,柴﨑　晃誠,FW,工藤　壮人,https://data.j-league.or.jp/SFMS02/?match_card_id=19102
19103,2017/03/18,14:03,日産スタジアム,"20,191  人",晴,14.7,28%,横浜Ｆ・マリノス,エリク　モンバエルツ,GK,飯倉　大樹,DF,松原　健,DF,中澤　佑二,DF,ミロシュ　デゲネク,DF,金井　貢史,MF,中町　公祐,MF,天野　純,MF,マルティノス,MF,ダビド　バブンスキー,MF,齋藤　学,FW,ウーゴ　ヴィエイラ,アルビレックス新潟,三浦　文丈,GK,大谷　幸輝,DF,矢野　貴章,DF,大野　和成,DF,ソン　ジュフン,DF,酒井　宣福,MF,原　輝綺,MF,小泉　慶,MF,加藤　大,MF,山崎　亮平,FW,チアゴ　ガリャルド,FW,ホニ,https://data.j-league.or.jp/SFMS02/?match_card_id=19103
19104,2017/03/18,14:04,山梨中銀スタジアム,"10,079  人",曇,17.9,20%,ヴァンフォーレ甲府,吉田　達磨,GK,岡　大生,DF,新井　涼平,DF,山本　英臣,DF,エデル　リマ,MF,松橋　優,MF,小椋　祥平,MF,兵働　昭弘,MF,堀米　勇輝,MF,田中　佑昌,MF,阿部　翔平,FW,ウイルソン,大宮アルディージャ,渋谷　洋樹,GK,加藤　順大,DF,奥井　諒,DF,山越　康平,DF,河本　裕之,DF,大屋　翼,MF,大山　啓輔,MF,横谷　繁,MF,茨田　陽生,MF,江坂　任,FW,ドラガン　ムルジャ,FW,大前　元紀,https://data.j-league.or.jp/SFMS02/?match_card_id=19104
19105,2017/03/18,14:03,ＩＡＩスタジアム日本平,"16,951  人",晴のち曇,14.4,42%,清水エスパルス,小林　伸二,GK,六反　勇治,DF,鎌田　翔雅,DF,犬飼　智也,DF,角田　誠,DF,松原　后,MF,六平　光成,MF,野津田　岳人,MF,枝村　匠馬,MF,白崎　凌兵,MF,金子　翔太,FW,鄭　大世,鹿島アントラーズ,石井　正忠,GK,クォン　スンテ,DF,伊東　幸敏,DF,植田　直通,DF,昌子　源,DF,山本　脩斗,MF,永木　亮太,MF,小笠原　満男,MF,遠藤　康,MF,土居　聖真,FW,鈴木　優磨,FW,ペドロ　ジュニオール,https://data.j-league.or.jp/SFMS02/?match_card_id=19105
19106,2017/03/18,15:03,日立柏サッカー場,"9,905  人",晴のち曇,16.2,25%,柏レイソル,下平　隆宏,GK,中村　航輔,DF,小池　龍太,DF,中谷　進之介,DF,鎌田　次郎,DF,輪湖　直樹,MF,伊東　純也,MF,大谷　秀和,MF,小林　祐介,MF,クリスティアーノ,FW,中川　寛斗,FW,ディエゴ　オリヴェイラ,ベガルタ仙台,渡邉　晋,GK,関　憲太郎,DF,菅井　直樹,DF,大岩　一貴,DF,平岡　康裕,DF,石川　直樹,MF,三田　啓貴,MF,富田　晋伍,MF,梁　勇基,MF,永戸　勝也,FW,奥埜　博亮,FW,石原　直樹,https://data.j-league.or.jp/SFMS02/?match_card_id=19106
19107,2017/03/18,15:03,キンチョウスタジアム,"13,086  人",曇,12.6,31%,セレッソ大阪,尹　晶煥,GK,丹野　研太,DF,松田　陸,DF,丸橋　祐介,DF,マテイ　ヨニッチ,DF,山下　達也,MF,ソウザ,MF,山口　蛍,MF,山村　和也,MF,清武　弘嗣,FW,柿谷　曜一朗,FW,杉本　健勇,サガン鳥栖,マッシモ　フィッカデンティ,GK,権田　修一,DF,藤田　優人,DF,キム　ミンヒョク,DF,谷口　博之,DF,吉田　豊,MF,福田　晃斗,MF,高橋　義希,MF,原川　力,MF,鎌田　大地,FW,ビクトル　イバルボ,FW,豊田　陽平,https://data.j-league.or.jp/SFMS02/?match_card_id=19107
19108,2017/03/18,16:03,ノエビアスタジアム神戸,"17,027  人",曇,13.6,46%,ヴィッセル神戸,ネルシーニョ,GK,キム　スンギュ,DF,高橋　峻希,DF,岩波　拓也,DF,渡部　博文,DF,橋本　和,MF,ニウトン,MF,藤田　直之,MF,松下　佳貴,MF,大森　晃太郎,FW,ウエスクレイ,FW,渡邉　千真,ジュビロ磐田,名波　浩,GK,カミンスキー,DF,小川　大貴,DF,櫻内　渚,DF,大井　健太郎,MF,宮崎　智彦,MF,川辺　駿,MF,ムサエフ,MF,太田　吉彰,MF,中村　俊輔,MF,アダイウトン,FW,川又　堅碁,https://data.j-league.or.jp/SFMS02/?match_card_id=19108
19109,2017/03/18,19:04,味の素スタジアム,"36,311  人",曇,12.8,59%,ＦＣ東京,篠田　善之,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,丸山　祐市,DF,太田　宏介,MF,髙萩　洋次郎,MF,橋本　拳人,MF,永井　謙佑,MF,中島　翔哉,FW,大久保　嘉人,FW,阿部　拓馬,川崎フロンターレ,鬼木　達,GK,チョン　ソンリョン,DF,田坂　祐介,DF,奈良　竜樹,DF,谷口　彰悟,DF,車屋　紳太郎,MF,大島　僚太,MF,エドゥアルド　ネット,MF,中村　憲剛,MF,登里　享平,FW,阿部　浩之,FW,小林　悠,https://data.j-league.or.jp/SFMS02/?match_card_id=19109
19110,2017/03/19,17:03,市立吹田サッカースタジアム,"34,733  人",晴,15.0,30%,ガンバ大阪,長谷川　健太,GK,藤ヶ谷　陽介,DF,三浦　弦太,DF,ファビオ,DF,金　正也,DF,オ　ジェソク,DF,初瀬　亮,MF,遠藤　保仁,MF,今野　泰幸,MF,倉田　秋,FW,長沢　駿,FW,アデミウソン,浦和レッズ,ペトロヴィッチ,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,青木　拓矢,MF,阿部　勇樹,MF,宇賀神　友弥,MF,柏木　陽介,MF,興梠　慎三,FW,ラファエル　シルバ,https://data.j-league.or.jp/SFMS02/?match_card_id=19110
19111,2017/04/01,14:03,ユアテックスタジアム仙台,"13,122  人",雨のち曇,11.5,72%,ベガルタ仙台,渡邉　晋,GK,関　憲太郎,DF,菅井　直樹,DF,大岩　一貴,DF,平岡　康裕,DF,石川　直樹,MF,三田　啓貴,MF,富田　晋伍,MF,梁　勇基,MF,永戸　勝也,FW,奥埜　博亮,FW,石原　直樹,川崎フロンターレ,鬼木　達,GK,チョン　ソンリョン,DF,登里　享平,DF,奈良　竜樹,DF,谷口　彰悟,DF,車屋　紳太郎,MF,大島　僚太,MF,エドゥアルド　ネット,MF,ハイネル,MF,中村　憲剛,FW,長谷川　竜也,FW,小林　悠,https://data.j-league.or.jp/SFMS02/?match_card_id=19111
19112,2017/04/01,14:03,デンカビッグスワンスタジアム,"20,043  人",晴,10.7,53%,アルビレックス新潟,三浦　文丈,GK,大谷　幸輝,DF,矢野　貴章,DF,大野　和成,DF,ソン　ジュフン,DF,酒井　宣福,MF,原　輝綺,MF,小泉　慶,MF,加藤　大,MF,山崎　亮平,FW,チアゴ　ガリャルド,FW,ホニ,ガンバ大阪,長谷川　健太,GK,東口　順昭,DF,三浦　弦太,DF,ファビオ,DF,金　正也,DF,初瀬　亮,DF,藤春　廣輝,MF,遠藤　保仁,MF,倉田　秋,MF,井手口　陽介,FW,長沢　駿,FW,アデミウソン,https://data.j-league.or.jp/SFMS02/?match_card_id=19112
19113,2017/04/01,14:04,エディオンスタジアム広島,"13,639  人",晴,15.3,27%,サンフレッチェ広島,森保　一,GK,林　卓人,DF,塩谷　司,DF,千葉　和彦,DF,水本　裕貴,MF,高橋　壮也,MF,青山　敏弘,MF,野上　結貴,MF,清水　航平,MF,フェリペ　シウバ,MF,アンデルソン　ロペス,FW,工藤　壮人,柏レイソル,下平　隆宏,GK,中村　航輔,DF,小池　龍太,DF,中谷　進之介,DF,中山　雄太,DF,輪湖　直樹,MF,武富　孝介,MF,大谷　秀和,MF,中川　寛斗,MF,手塚　康平,MF,大津　祐樹,FW,ディエゴ　オリヴェイラ,https://data.j-league.or.jp/SFMS02/?match_card_id=19113
19114,2017/04/01,15:03,エコパスタジアム,"40,491  人",雨,17.2,39%,ジュビロ磐田,名波　浩,GK,カミンスキー,DF,櫻内　渚,DF,大井　健太郎,DF,森下　俊,MF,宮崎　智彦,MF,ムサエフ,MF,川辺　駿,MF,中村　俊輔,MF,松浦　拓弥,MF,太田　吉彰,FW,川又　堅碁,清水エスパルス,小林　伸二,GK,六反　勇治,DF,鎌田　翔雅,DF,犬飼　智也,DF,二見　宏志,DF,松原　后,MF,六平　光成,MF,野津田　岳人,MF,枝村　匠馬,MF,白崎　凌兵,MF,金子　翔太,FW,鄭　大世,https://data.j-league.or.jp/SFMS02/?match_card_id=19114
19115,2017/04/01,15:03,キンチョウスタジアム,"14,455  人",曇のち晴,22.7,20%,セレッソ大阪,尹　晶煥,GK,キム　ジンヒョン,DF,松田　陸,DF,丸橋　祐介,DF,木本　恭生,DF,マテイ　ヨニッチ,MF,ソウザ,MF,関口　訓充,MF,山口　蛍,MF,山村　和也,FW,柿谷　曜一朗,FW,杉本　健勇,横浜Ｆ・マリノス,エリク　モンバエルツ,GK,飯倉　大樹,DF,松原　健,DF,中澤　佑二,DF,ミロシュ　デゲネク,DF,金井　貢史,MF,中町　公祐,MF,天野　純,MF,マルティノス,MF,前田　直輝,MF,齋藤　学,FW,伊藤　翔,https://data.j-league.or.jp/SFMS02/?match_card_id=19115
19116,2017/04/01,16:04,味の素スタジアム,"19,669  人",曇晴,11.4,62%,ＦＣ東京,篠田　善之,GK,林　彰洋,DF,室屋　成,DF,森重　真人,DF,丸山　祐市,DF,太田　宏介,MF,田邉　草民,MF,橋本　拳人,MF,永井　謙佑,MF,中島　翔哉,MF,阿部　拓馬,FW,大久保　嘉人,サガン鳥栖,マッシモ　フィッカデンティ,GK,権田　修一,DF,藤田　優人,DF,キム　ミンヒョク,DF,谷口　博之,DF,吉田　豊,MF,小野　裕二,MF,高橋　義希,MF,原川　力,MF,鎌田　大地,FW,ビクトル　イバルボ,FW,豊田　陽平,https://data.j-league.or.jp/SFMS02/?match_card_id=19116
19117,2017/04/01,16:04,ノエビアスタジアム神戸,"18,889  人",晴,12.0,55%,ヴィッセル神戸,ネルシーニョ,GK,キム　スンギュ,DF,高橋　峻希,DF,岩波　拓也,DF,渡部　博文,DF,松下　佳貴,MF,ニウトン,MF,藤田　直之,MF,小林　成豪,MF,大森　晃太郎,FW,田中　順也,FW,渡邉　千真,浦和レッズ,ペトロヴィッチ,GK,西川　周作,DF,森脇　良太,DF,遠藤　航,DF,槙野　智章,MF,関根　貴大,MF,柏木　陽介,MF,阿部　勇樹,MF,宇賀神　友弥,MF,李　忠成,MF,武藤　雄樹,FW,興梠　慎三,https://data.j-league.or.jp/SFMS02/?match_card_id=19117
19118,2017/04/01,19:04,ＮＡＣＫ５スタジアム大宮,"11,676  人",曇,8.3,55%,大宮アルディージャ,渋谷　洋樹,GK,加藤　順大,DF,奥井　諒,DF,菊地　光将,DF,河本　裕之,DF,和田　拓也,MF,横谷　繁,MF,金澤　慎,MF,長谷川　アーリアジャスール,MF,江坂　任,FW,ドラガン　ムルジャ,FW,大前　元紀,鹿島アントラーズ,石井　正忠,GK,曽ヶ端　準,DF,西　大伍,DF,植田　直通,DF,昌子　源,DF,山本　脩斗,MF,小笠原　満男,MF,レオ　シルバ,MF,遠藤　康,MF,土居　聖真,FW,鈴木　優磨,FW,ペドロ　ジュニオール,https://data.j-league.or.jp/SFMS02/?match_card_id=19118
19119,2017/04/02,17:04,山梨中銀スタジアム,"10,195  人",曇,13.1,42%,ヴァンフォーレ甲府,吉田　達磨,GK,岡　大生,DF,新里　亮,DF,新井　涼平,DF,エデル　リマ,MF,松橋　優,MF,小椋　祥平,MF,兵働　昭弘,MF,堀米　勇輝,MF,オリヴァー　ボザニッチ,MF,阿部　翔平,FW,ウイルソン,北海道コンサドーレ札幌,四方田　修平,GK,ク　ソンユン,DF,キム　ミンテ,DF,横山　知伸,DF,福森　晃斗,MF,荒野　拓馬,MF,宮澤　裕樹,MF,深井　一希,MF,兵藤　慎剛,MF,菅　大輝,FW,都倉　賢,FW,ジュリーニョ,https://data.j-league.or.jp/SFMS02/?match_card_id=19119
