,節,開催日,相手,スコア,HomeAway,会場,天候,指揮官,自チーム,年度,team_id
26,29,1128,福島,,H,ニッパツ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
27,30,1205,藤枝,,A,藤枝サ,,,Ｙ．Ｓ．Ｃ．Ｃ．横浜,2021,yscc
0,1,0314,讃岐,2-0,A,ピカスタ,晴,横山　雄次,ＡＣ長野パルセイロ,2021,naga
1,2,0321,宮崎,1-1,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2021,naga
2,3,0328,岩手,0-0,A,いわスタ,曇のち雨,横山　雄次,ＡＣ長野パルセイロ,2021,naga
3,4,0404,八戸,1-1,H,長野Ｕ,雨,横山　雄次,ＡＣ長野パルセイロ,2021,naga
4,5,0410,藤枝,1-1,A,藤枝サ,晴,横山　雄次,ＡＣ長野パルセイロ,2021,naga
5,7,0502,福島,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
6,8,0516,熊本,,A,えがおＳ,,,ＡＣ長野パルセイロ,2021,naga
7,9,0530,鹿児島,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
8,10,0605,今治,,A,夢スタ,,,ＡＣ長野パルセイロ,2021,naga
9,11,0613,鳥取,,A,チュスタ,,,ＡＣ長野パルセイロ,2021,naga
10,12,0620,富山,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
11,13,0627,沼津,,A,愛鷹,,,ＡＣ長野パルセイロ,2021,naga
12,14,0704,岐阜,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
13,15,0711,YS横浜,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
14,16,0829,宮崎,,A,ユニスタ,,,ＡＣ長野パルセイロ,2021,naga
15,17,0905,岩手,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
16,18,0911,富山,,A,富山,,,ＡＣ長野パルセイロ,2021,naga
17,19,0919,熊本,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
18,20,0925,八戸,,A,プラスタ,,,ＡＣ長野パルセイロ,2021,naga
19,21,1003,讃岐,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
20,22,1009,YS横浜,,A,ニッパツ,,,ＡＣ長野パルセイロ,2021,naga
21,23,1017,藤枝,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
22,24,1024,岐阜,,A,長良川,,,ＡＣ長野パルセイロ,2021,naga
23,25,1031,鳥取,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
24,27,1114,福島,,A,とうスタ,,,ＡＣ長野パルセイロ,2021,naga
25,28,1121,沼津,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
26,29,1128,鹿児島,,A,白波スタ,,,ＡＣ長野パルセイロ,2021,naga
27,30,1205,今治,,H,長野Ｕ,,,ＡＣ長野パルセイロ,2021,naga
0,1,0314,YS横浜,1-0,A,ニッパツ,晴,石崎　信弘,カターレ富山,2021,toya
1,2,0321,八戸,2-1,H,富山,雨,石崎　信弘,カターレ富山,2021,toya
2,3,0328,宮崎,1-2,A,ユニスタ,曇,石崎　信弘,カターレ富山,2021,toya
3,4,0404,福島,2-2,H,富山,雨,石崎　信弘,カターレ富山,2021,toya
4,5,0411,讃岐,3-2,A,ピカスタ,晴,石崎　信弘,カターレ富山,2021,toya
5,6,0425,岐阜,1-0,H,富山,晴,石崎　信弘,カターレ富山,2021,toya
6,7,0501,藤枝,,A,藤枝サ,,,カターレ富山,2021,toya
7,8,0516,沼津,,H,富山,,,カターレ富山,2021,toya
8,9,0530,鳥取,,A,Ａｘｉｓ,,,カターレ富山,2021,toya
9,11,0613,熊本,,H,富山,,,カターレ富山,2021,toya
10,12,0620,長野,,A,長野Ｕ,,,カターレ富山,2021,toya
11,13,0626,今治,,H,富山,,,カターレ富山,2021,toya
12,14,0703,岩手,,H,富山,,,カターレ富山,2021,toya
13,15,0710,鹿児島,,A,白波スタ,,,カターレ富山,2021,toya
14,16,0828,藤枝,,H,富山,,,カターレ富山,2021,toya
15,17,0905,沼津,,A,愛鷹,,,カターレ富山,2021,toya
16,18,0911,長野,,H,富山,,,カターレ富山,2021,toya
17,19,0918,八戸,,A,プラスタ,,,カターレ富山,2021,toya
18,20,0926,鳥取,,H,富山,,,カターレ富山,2021,toya
19,21,1003,福島,,A,とうスタ,,,カターレ富山,2021,toya
20,23,1017,讃岐,,H,富山,,,カターレ富山,2021,toya
21,25,1030,YS横浜,,H,富山,,,カターレ富山,2021,toya
22,26,1107,岐阜,,A,長良川,,,カターレ富山,2021,toya
23,27,1114,熊本,,A,えがおＳ,,,カターレ富山,2021,toya
24,28,1121,宮崎,,H,富山,,,カターレ富山,2021,toya
25,29,1128,岩手,,A,いわスタ,,,カターレ富山,2021,toya
26,30,1205,鹿児島,,H,富山,,,カターレ富山,2021,toya
0,1,0314,福島,0-0,A,とうスタ,曇,倉田　安治,藤枝ＭＹＦＣ,2021,fuji
1,2,0321,岐阜,1-3,H,藤枝サ,雨,倉田　安治,藤枝ＭＹＦＣ,2021,fuji
2,4,0404,讃岐,1-0,A,ピカスタ,雨,倉田　安治,藤枝ＭＹＦＣ,2021,fuji
3,5,0410,長野,1-1,H,藤枝サ,晴,倉田　安治,藤枝ＭＹＦＣ,2021,fuji
4,6,0425,沼津,1-1,A,愛鷹,曇,倉田　安治,藤枝ＭＹＦＣ,2021,fuji
5,7,0501,富山,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
6,8,0515,鹿児島,,A,白波スタ,,,藤枝ＭＹＦＣ,2021,fuji
7,9,0529,熊本,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
8,10,0606,岩手,,A,いわスタ,,,藤枝ＭＹＦＣ,2021,fuji
9,11,0613,今治,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
10,12,0620,YS横浜,,A,ニッパツ,,,藤枝ＭＹＦＣ,2021,fuji
11,13,0626,宮崎,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
12,14,0704,八戸,,A,プラスタ,,,藤枝ＭＹＦＣ,2021,fuji
13,15,0710,鳥取,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
14,16,0828,富山,,A,富山,,,藤枝ＭＹＦＣ,2021,fuji
15,17,0904,讃岐,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
16,18,0912,今治,,A,夢スタ,,,藤枝ＭＹＦＣ,2021,fuji
17,19,0919,福島,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
18,21,1003,熊本,,A,えがおＳ,,,藤枝ＭＹＦＣ,2021,fuji
19,22,1010,沼津,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
20,23,1017,長野,,A,長野Ｕ,,,藤枝ＭＹＦＣ,2021,fuji
21,24,1023,岩手,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
22,25,1031,宮崎,,A,ユニスタ,,,藤枝ＭＹＦＣ,2021,fuji
23,26,1107,鳥取,,A,Ａｘｉｓ,,,藤枝ＭＹＦＣ,2021,fuji
24,27,1114,八戸,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
25,28,1120,鹿児島,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
26,29,1128,岐阜,,A,長良川,,,藤枝ＭＹＦＣ,2021,fuji
27,30,1205,YS横浜,,H,藤枝サ,,,藤枝ＭＹＦＣ,2021,fuji
0,2,0320,今治,1-0,H,愛鷹,曇,今井　雅隆,アスルクラロ沼津,2021,numa
1,3,0328,八戸,0-1,A,プラスタ,曇,今井　雅隆,アスルクラロ沼津,2021,numa
2,4,0404,YS横浜,1-0,H,愛鷹,曇のち雨,今井　雅隆,アスルクラロ沼津,2021,numa
3,6,0425,藤枝,1-1,H,愛鷹,曇,今井　雅隆,アスルクラロ沼津,2021,numa
4,7,0501,讃岐,,A,ピカスタ,,,アスルクラロ沼津,2021,numa
5,5,0505,岐阜,,A,長良川,,,アスルクラロ沼津,2021,numa
6,8,0516,富山,,A,富山,,,アスルクラロ沼津,2021,numa
7,9,0530,福島,,H,愛鷹,,,アスルクラロ沼津,2021,numa
8,10,0606,熊本,,A,えがおＳ,,,アスルクラロ沼津,2021,numa
9,11,0613,鹿児島,,H,愛鷹,,,アスルクラロ沼津,2021,numa
10,12,0619,岩手,,A,いわスタ,,,アスルクラロ沼津,2021,numa
11,13,0627,長野,,H,愛鷹,,,アスルクラロ沼津,2021,numa
12,14,0703,鳥取,,A,Ａｘｉｓ,,,アスルクラロ沼津,2021,numa
13,15,0711,宮崎,,H,愛鷹,,,アスルクラロ沼津,2021,numa
14,16,0829,今治,,A,夢スタ,,,アスルクラロ沼津,2021,numa
15,17,0905,富山,,H,愛鷹,,,アスルクラロ沼津,2021,numa
16,18,0912,福島,,A,とうスタ,,,アスルクラロ沼津,2021,numa
17,19,0919,讃岐,,H,愛鷹,,,アスルクラロ沼津,2021,numa
18,20,0926,宮崎,,A,ユニスタ,,,アスルクラロ沼津,2021,numa
19,21,1003,八戸,,H,愛鷹,,,アスルクラロ沼津,2021,numa
20,22,1010,藤枝,,A,藤枝サ,,,アスルクラロ沼津,2021,numa
21,24,1023,鹿児島,,A,白波スタ,,,アスルクラロ沼津,2021,numa
22,25,1031,岐阜,,H,愛鷹,,,アスルクラロ沼津,2021,numa
23,26,1107,YS横浜,,A,ニッパツ,,,アスルクラロ沼津,2021,numa
24,27,1114,鳥取,,H,愛鷹,,,アスルクラロ沼津,2021,numa
25,28,1121,長野,,A,長野Ｕ,,,アスルクラロ沼津,2021,numa
26,30,1205,岩手,,H,愛鷹,,,アスルクラロ沼津,2021,numa
0,1,0314,八戸,0-0,H,長良川,晴,安間　貴義,ＦＣ岐阜,2021,gifu
1,2,0321,藤枝,3-1,A,藤枝サ,雨,安間　貴義,ＦＣ岐阜,2021,gifu
2,3,0328,讃岐,4-0,H,長良川,雨,安間　貴義,ＦＣ岐阜,2021,gifu
3,4,0421,鳥取,1-0,A,Ａｘｉｓ,晴,安間　貴義,ＦＣ岐阜,2021,gifu
4,6,0425,富山,0-1,A,富山,晴,安間　貴義,ＦＣ岐阜,2021,gifu
5,7,0502,熊本,,H,長良川,,,ＦＣ岐阜,2021,gifu
6,5,0505,沼津,,H,長良川,,,ＦＣ岐阜,2021,gifu
7,8,0516,岩手,,A,いわスタ,,,ＦＣ岐阜,2021,gifu
8,9,0530,YS横浜,,H,長良川,,,ＦＣ岐阜,2021,gifu
9,10,0606,福島,,A,とうスタ,,,ＦＣ岐阜,2021,gifu
10,11,0612,宮崎,,H,長良川,,,ＦＣ岐阜,2021,gifu
11,12,0620,今治,,A,夢スタ,,,ＦＣ岐阜,2021,gifu
12,13,0627,鹿児島,,H,長良川,,,ＦＣ岐阜,2021,gifu
13,14,0704,長野,,A,長野Ｕ,,,ＦＣ岐阜,2021,gifu
14,16,0828,福島,,H,長良川,,,ＦＣ岐阜,2021,gifu
15,17,0904,YS横浜,,A,ニッパツ,,,ＦＣ岐阜,2021,gifu
16,18,0911,鳥取,,H,長良川,,,ＦＣ岐阜,2021,gifu
17,20,0925,鹿児島,,A,白波スタ,,,ＦＣ岐阜,2021,gifu
18,21,1002,今治,,H,長良川,,,ＦＣ岐阜,2021,gifu
19,22,1010,讃岐,,A,ピカスタ,,,ＦＣ岐阜,2021,gifu
20,23,1017,岩手,,H,長良川,,,ＦＣ岐阜,2021,gifu
21,24,1024,長野,,H,長良川,,,ＦＣ岐阜,2021,gifu
22,25,1031,沼津,,A,愛鷹,,,ＦＣ岐阜,2021,gifu
23,26,1107,富山,,H,長良川,,,ＦＣ岐阜,2021,gifu
24,27,1114,宮崎,,A,ユニスタ,,,ＦＣ岐阜,2021,gifu
25,28,1121,八戸,,A,プラスタ,,,ＦＣ岐阜,2021,gifu
26,29,1128,藤枝,,H,長良川,,,ＦＣ岐阜,2021,gifu
27,30,1205,熊本,,A,えがおＳ,,,ＦＣ岐阜,2021,gifu
0,1,0314,鹿児島,3-2,A,白波スタ,晴,高木　理己,ガイナーレ鳥取,2021,totr
1,2,0321,岩手,1-1,H,Ａｘｉｓ,雨,高木　理己,ガイナーレ鳥取,2021,totr
2,3,0328,今治,0-2,A,夢スタ,雨,高木　理己,ガイナーレ鳥取,2021,totr
3,5,0411,宮崎,1-2,A,ユニスタ,晴,高木　理己,ガイナーレ鳥取,2021,totr
4,4,0421,岐阜,0-1,H,Ａｘｉｓ,晴,高木　理己,ガイナーレ鳥取,2021,totr
5,6,0425,讃岐,1-0,H,Ａｘｉｓ,曇,高木　理己,ガイナーレ鳥取,2021,totr
6,7,0502,八戸,,A,プラスタ,,,ガイナーレ鳥取,2021,totr
7,9,0530,富山,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
8,10,0605,YS横浜,,A,ニッパツ,,,ガイナーレ鳥取,2021,totr
9,11,0613,長野,,H,チュスタ,,,ガイナーレ鳥取,2021,totr
10,12,0620,熊本,,A,えがおＳ,,,ガイナーレ鳥取,2021,totr
11,13,0626,福島,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
12,14,0703,沼津,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
13,15,0710,藤枝,,A,藤枝サ,,,ガイナーレ鳥取,2021,totr
14,16,0828,熊本,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
15,17,0905,福島,,A,とうスタ,,,ガイナーレ鳥取,2021,totr
16,18,0911,岐阜,,A,長良川,,,ガイナーレ鳥取,2021,totr
17,19,0918,鹿児島,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
18,20,0926,富山,,A,富山,,,ガイナーレ鳥取,2021,totr
19,21,1003,宮崎,,H,チュスタ,,,ガイナーレ鳥取,2021,totr
20,22,1009,岩手,,A,いわスタ,,,ガイナーレ鳥取,2021,totr
21,23,1017,YS横浜,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
22,25,1031,長野,,A,長野Ｕ,,,ガイナーレ鳥取,2021,totr
23,26,1107,藤枝,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
24,27,1114,沼津,,A,愛鷹,,,ガイナーレ鳥取,2021,totr
25,28,1121,今治,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
26,30,1205,八戸,,H,Ａｘｉｓ,,,ガイナーレ鳥取,2021,totr
0,1,0314,長野,0-2,H,ピカスタ,晴,上野山　信行,カマタマーレ讃岐,2021,sanu
1,3,0328,岐阜,0-4,A,長良川,雨,上野山　信行,カマタマーレ讃岐,2021,sanu
2,4,0404,藤枝,0-1,H,ピカスタ,雨,西村　俊寛,カマタマーレ讃岐,2021,sanu
3,5,0411,富山,2-3,H,ピカスタ,晴,西村　俊寛,カマタマーレ讃岐,2021,sanu
4,6,0425,鳥取,0-1,A,Ａｘｉｓ,曇,ゼムノビッチ　ズドラブコ,カマタマーレ讃岐,2021,sanu
5,7,0501,沼津,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
6,8,0516,今治,,A,夢スタ,,,カマタマーレ讃岐,2021,sanu
7,9,0530,岩手,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
8,10,0606,鹿児島,,A,白波スタ,,,カマタマーレ讃岐,2021,sanu
9,11,0613,福島,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
10,12,0620,宮崎,,A,ユニスタ,,,カマタマーレ讃岐,2021,sanu
11,13,0626,熊本,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
12,14,0704,YS横浜,,A,ニッパツ,,,カマタマーレ讃岐,2021,sanu
13,15,0710,八戸,,A,プラスタ,,,カマタマーレ讃岐,2021,sanu
14,16,0828,鹿児島,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
15,17,0904,藤枝,,A,藤枝サ,,,カマタマーレ讃岐,2021,sanu
16,18,0912,八戸,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
17,19,0919,沼津,,A,愛鷹,,,カマタマーレ讃岐,2021,sanu
18,20,0926,YS横浜,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
19,21,1003,長野,,A,長野Ｕ,,,カマタマーレ讃岐,2021,sanu
20,22,1010,岐阜,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
21,23,1017,富山,,A,富山,,,カマタマーレ讃岐,2021,sanu
22,24,1024,熊本,,A,えがおＳ,,,カマタマーレ讃岐,2021,sanu
23,25,1031,今治,,H,ピカスタ,,,カマタマーレ讃岐,2021,sanu
24,28,1121,岩手,,A,北上,,,カマタマーレ讃岐,2021,sanu
25,30,1205,福島,,A,とうスタ,,,カマタマーレ讃岐,2021,sanu
0,1,0314,熊本,0-1,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2021,imab
1,2,0320,沼津,0-1,A,愛鷹,曇,リュイス　プラナグマ,ＦＣ今治,2021,imab
2,3,0328,鳥取,2-0,H,夢スタ,雨,リュイス　プラナグマ,ＦＣ今治,2021,imab
3,4,0403,岩手,2-3,A,いわスタ,曇,リュイス　プラナグマ,ＦＣ今治,2021,imab
4,6,0425,YS横浜,1-1,H,夢スタ,晴,リュイス　プラナグマ,ＦＣ今治,2021,imab
5,7,0502,宮崎,,A,ユニスタ,,,ＦＣ今治,2021,imab
6,8,0516,讃岐,,H,夢スタ,,,ＦＣ今治,2021,imab
7,9,0530,八戸,,A,プラスタ,,,ＦＣ今治,2021,imab
8,10,0605,長野,,H,夢スタ,,,ＦＣ今治,2021,imab
9,11,0613,藤枝,,A,藤枝サ,,,ＦＣ今治,2021,imab
10,12,0620,岐阜,,H,夢スタ,,,ＦＣ今治,2021,imab
11,13,0626,富山,,A,富山,,,ＦＣ今治,2021,imab
12,14,0703,鹿児島,,H,夢スタ,,,ＦＣ今治,2021,imab
13,15,0711,福島,,A,あいづ,,,ＦＣ今治,2021,imab
14,16,0829,沼津,,H,夢スタ,,,ＦＣ今治,2021,imab
15,17,0905,熊本,,A,えがおＳ,,,ＦＣ今治,2021,imab
16,18,0912,藤枝,,H,夢スタ,,,ＦＣ今治,2021,imab
17,19,0918,YS横浜,,A,ニッパツ,,,ＦＣ今治,2021,imab
18,20,0926,岩手,,H,夢スタ,,,ＦＣ今治,2021,imab
19,21,1002,岐阜,,A,長良川,,,ＦＣ今治,2021,imab
20,22,1010,宮崎,,H,夢スタ,,,ＦＣ今治,2021,imab
21,25,1031,讃岐,,A,ピカスタ,,,ＦＣ今治,2021,imab
22,26,1107,福島,,H,夢スタ,,,ＦＣ今治,2021,imab
23,27,1114,鹿児島,,A,白波スタ,,,ＦＣ今治,2021,imab
24,28,1121,鳥取,,A,Ａｘｉｓ,,,ＦＣ今治,2021,imab
25,29,1128,八戸,,H,夢スタ,,,ＦＣ今治,2021,imab
26,30,1205,長野,,A,長野Ｕ,,,ＦＣ今治,2021,imab
0,1,0314,今治,1-0,A,夢スタ,晴,大木　武,ロアッソ熊本,2021,kuma
1,2,0320,鹿児島,2-2,H,えがおＳ,曇のち雨,大木　武,ロアッソ熊本,2021,kuma
2,3,0328,YS横浜,0-0,A,ニッパツ,曇,大木　武,ロアッソ熊本,2021,kuma
3,4,0404,宮崎,1-2,H,えがおＳ,曇一時雨,大木　武,ロアッソ熊本,2021,kuma
4,5,0411,福島,2-1,A,とうスタ,晴,大木　武,ロアッソ熊本,2021,kuma
5,6,0425,八戸,2-2,H,えがおＳ,晴,大木　武,ロアッソ熊本,2021,kuma
6,7,0502,岐阜,,A,長良川,,,ロアッソ熊本,2021,kuma
7,8,0516,長野,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
8,9,0529,藤枝,,A,藤枝サ,,,ロアッソ熊本,2021,kuma
9,10,0606,沼津,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
10,11,0613,富山,,A,富山,,,ロアッソ熊本,2021,kuma
11,12,0620,鳥取,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
12,13,0626,讃岐,,A,ピカスタ,,,ロアッソ熊本,2021,kuma
13,15,0711,岩手,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
14,16,0828,鳥取,,A,Ａｘｉｓ,,,ロアッソ熊本,2021,kuma
15,17,0905,今治,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
16,19,0919,長野,,A,長野Ｕ,,,ロアッソ熊本,2021,kuma
17,20,0926,福島,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
18,21,1003,藤枝,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
19,22,1010,八戸,,A,プラスタ,,,ロアッソ熊本,2021,kuma
20,24,1024,讃岐,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
21,25,1031,鹿児島,,A,白波スタ,,,ロアッソ熊本,2021,kuma
22,26,1107,岩手,,A,北上,,,ロアッソ熊本,2021,kuma
23,27,1114,富山,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
24,28,1121,YS横浜,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
25,29,1128,宮崎,,A,ユニスタ,,,ロアッソ熊本,2021,kuma
26,30,1205,岐阜,,H,えがおＳ,,,ロアッソ熊本,2021,kuma
0,1,0314,岩手,0-1,H,ユニスタ,晴,内藤　就行,テゲバジャーロ宮崎,2021,myzk
1,2,0321,長野,1-1,A,長野Ｕ,雨,内藤　就行,テゲバジャーロ宮崎,2021,myzk
2,3,0328,富山,2-1,H,ユニスタ,曇,内藤　就行,テゲバジャーロ宮崎,2021,myzk
3,4,0404,熊本,2-1,A,えがおＳ,曇一時雨,内藤　就行,テゲバジャーロ宮崎,2021,myzk
4,5,0411,鳥取,2-1,H,ユニスタ,晴,内藤　就行,テゲバジャーロ宮崎,2021,myzk
5,6,0425,鹿児島,0-1,A,白波スタ,晴,内藤　就行,テゲバジャーロ宮崎,2021,myzk
6,7,0502,今治,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
7,8,0516,YS横浜,,A,ニッパツ,,,テゲバジャーロ宮崎,2021,myzk
8,10,0606,八戸,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
9,11,0612,岐阜,,A,長良川,,,テゲバジャーロ宮崎,2021,myzk
10,12,0620,讃岐,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
11,13,0626,藤枝,,A,藤枝サ,,,テゲバジャーロ宮崎,2021,myzk
12,14,0704,福島,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
13,15,0711,沼津,,A,愛鷹,,,テゲバジャーロ宮崎,2021,myzk
14,16,0829,長野,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
15,17,0904,八戸,,A,プラスタ,,,テゲバジャーロ宮崎,2021,myzk
16,18,0912,YS横浜,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
17,19,0919,岩手,,A,いわスタ,,,テゲバジャーロ宮崎,2021,myzk
18,20,0926,沼津,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
19,21,1003,鳥取,,A,チュスタ,,,テゲバジャーロ宮崎,2021,myzk
20,22,1010,今治,,A,夢スタ,,,テゲバジャーロ宮崎,2021,myzk
21,23,1017,鹿児島,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
22,24,1024,福島,,A,とうスタ,,,テゲバジャーロ宮崎,2021,myzk
23,25,1031,藤枝,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
24,27,1114,岐阜,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
25,28,1121,富山,,A,富山,,,テゲバジャーロ宮崎,2021,myzk
26,29,1128,熊本,,H,ユニスタ,,,テゲバジャーロ宮崎,2021,myzk
0,1,0314,鳥取,2-3,H,白波スタ,晴,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
1,2,0320,熊本,2-2,A,えがおＳ,曇のち雨,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
2,3,0328,福島,2-0,H,白波スタ,曇のち雨のち曇,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
3,5,0411,YS横浜,0-0,A,ニッパツ,晴,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
4,6,0425,宮崎,1-0,H,白波スタ,晴,アーサー　パパス,鹿児島ユナイテッドＦＣ,2021,kufc
5,7,0502,岩手,,A,いわスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
6,8,0515,藤枝,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
7,9,0530,長野,,A,長野Ｕ,,,鹿児島ユナイテッドＦＣ,2021,kufc
8,10,0606,讃岐,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
9,11,0613,沼津,,A,愛鷹,,,鹿児島ユナイテッドＦＣ,2021,kufc
10,12,0619,八戸,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
11,13,0627,岐阜,,A,長良川,,,鹿児島ユナイテッドＦＣ,2021,kufc
12,14,0703,今治,,A,夢スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
13,15,0710,富山,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
14,16,0828,讃岐,,A,ピカスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
15,18,0911,岩手,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
16,19,0918,鳥取,,A,Ａｘｉｓ,,,鹿児島ユナイテッドＦＣ,2021,kufc
17,20,0925,岐阜,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
18,21,1002,YS横浜,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
19,22,1010,福島,,A,とうスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
20,23,1017,宮崎,,A,ユニスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
21,24,1023,沼津,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
22,25,1031,熊本,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
23,26,1107,八戸,,A,プラスタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
24,27,1114,今治,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
25,28,1120,藤枝,,A,藤枝サ,,,鹿児島ユナイテッドＦＣ,2021,kufc
26,29,1128,長野,,H,白波スタ,,,鹿児島ユナイテッドＦＣ,2021,kufc
27,30,1205,富山,,A,富山,,,鹿児島ユナイテッドＦＣ,2021,kufc
0,1,0628,讃岐,3-2,A,ピカスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
1,2,0705,Ｃ大23,0-0,H,パナスタ,晴のち曇,森下　仁志,ガンバ大阪U-23,2021,g-23
2,3,0712,鳥取,1-3,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
3,4,0715,熊本,0-1,A,えがおＳ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
4,5,0719,鹿児島,2-4,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
5,6,0726,岐阜,0-3,A,長良川,雨,森下　仁志,ガンバ大阪U-23,2021,g-23
6,7,0729,今治,0-2,H,パナスタ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
7,8,0802,長野,0-1,A,長野Ｕ,曇,森下　仁志,ガンバ大阪U-23,2021,g-23
8,9,0809,沼津,2-1,H,パナスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
9,10,0816,YS横浜,5-5,A,ニッパツ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
10,11,0822,秋田,1-1,A,ソユスタ,晴,森下　仁志,ガンバ大阪U-23,2021,g-23
11,12,0830,相模原,3-0,H,パナスタ,雨のち曇,森下　仁志,ガンバ大阪U-23,2021,g-23
